order_id,customer_id,order_date,payment_method,payment_status,total_amount,discount_applied,order_status
1229,424,2025-03-11,Cash on Delivery,Success,30690.5,179.5,Delivered
1230,610,2025-03-11,Cash on Delivery,Success,40474.5,3445.5,Delivered
1231,852,2025-03-11,Cash on Delivery,Success,3630.0,0.0,Delivered
1232,1210,2025-03-11,Cash on Delivery,Success,28108.0,122.0,Delivered
1233,1434,2025-03-11,Cash on Delivery,Success,2420.0,0.0,Delivered
1234,1462,2025-03-11,Cash on Delivery,Success,38955.5,6564.5,Delivered
1235,1531,2025-03-11,Cash on Delivery,Success,193347.0,21483.0,Delivered
1236,1536,2025-03-11,JazzCash,Success,12939.5,1970.5,Delivered
1237,1969,2025-03-11,Cash on Delivery,Success,3460.0,0.0,Returned
1238,1981,2025-03-11,Cash on Delivery,Success,37430.0,1970.0,Delivered
1239,2042,2025-03-11,JazzCash,Success,3460.0,0.0,Delivered
1240,2289,2025-03-11,Easypaisa,Success,112375.5,5914.5,Delivered
1241,138,2025-03-12,Cash on Delivery,Success,350.0,0.0,Delivered
1242,149,2025-03-12,Cash on Delivery,Success,270.0,0.0,Delivered
1243,448,2025-03-12,Cash on Delivery,Success,60621.0,399.0,Delivered
1244,544,2025-03-12,Cash on Delivery,Success,57130.0,0.0,Delivered
1245,578,2025-03-12,Cash on Delivery,Success,35841.0,159.0,Delivered
1246,761,2025-03-12,JazzCash,Success,59507.5,202.5,Delivered
1247,839,2025-03-12,Cash on Delivery,Success,52236.0,5654.0,Delivered
1248,962,2025-03-12,Credit/Debit Card,Success,110057.5,5792.5,Delivered
1249,989,2025-03-12,Easypaisa,Success,590.0,0.0,Delivered
1250,1723,2025-03-12,Easypaisa,Success,61222.0,318.0,Delivered
1251,1775,2025-03-12,Cash on Delivery,Success,45780.0,0.0,Delivered
1252,1991,2025-03-12,Cash on Delivery,Success,1700.0,0.0,Delivered
1253,2167,2025-03-12,JazzCash,Success,1130.0,0.0,Delivered
1254,2229,2025-03-12,Credit/Debit Card,Success,1896.0,474.0,Delivered
1255,2464,2025-03-12,Cash on Delivery,Success,9540.0,0.0,Delivered
1256,2469,2025-03-12,Credit/Debit Card,Success,472.0,118.0,Delivered
1257,174,2025-03-13,Easypaisa,Success,4080.0,0.0,Delivered
1258,292,2025-03-13,Cash on Delivery,Success,2860.0,0.0,Delivered
1259,387,2025-03-13,Cash on Delivery,Success,165471.5,5518.5,Delivered
1260,711,2025-03-13,Easypaisa,Success,315.0,35.0,Delivered
1261,786,2025-03-13,Cash on Delivery,Success,27134.5,4255.5,Delivered
1262,902,2025-03-13,Cash on Delivery,Success,320347.5,35432.5,Delivered
1263,926,2025-03-13,Easypaisa,Success,115987.5,11572.5,Returned
1264,1218,2025-03-13,Cash on Delivery,Success,13542.0,228.0,Delivered
1265,1278,2025-03-13,Cash on Delivery,Success,118964.0,346.0,Delivered
1266,1354,2025-03-13,Cash on Delivery,Success,1512.0,168.0,Delivered
1267,2294,2025-03-13,Cash on Delivery,Success,1520.0,0.0,Delivered
1268,2343,2025-03-13,Cash on Delivery,Success,5307.0,113.0,Delivered
1269,64,2025-03-14,Cash on Delivery,Success,42320.0,0.0,Returned
1270,259,2025-03-14,Cash on Delivery,Success,4845.0,255.0,Delivered
1271,387,2025-03-14,Cash on Delivery,Success,23877.0,253.0,Delivered
1272,485,2025-03-14,Cash on Delivery,Success,2403.5,126.5,Delivered
1273,894,2025-03-14,Cash on Delivery,Success,332.5,17.5,Delivered
1274,1086,2025-03-14,Cash on Delivery,Success,2394.0,266.0,Delivered
1275,1484,2025-03-14,Cash on Delivery,Success,78880.0,0.0,Delivered
1276,1659,2025-03-14,Cash on Delivery,Success,2080.0,0.0,Delivered
1277,1846,2025-03-14,Cash on Delivery,Success,27153.0,3017.0,Delivered
1278,1952,2025-03-14,Cash on Delivery,Success,315.0,35.0,Delivered
1279,2358,2025-03-14,Easypaisa,Success,25381.0,4479.0,Delivered
1280,2472,2025-03-14,Cash on Delivery,Success,5633.0,207.0,Delivered
1281,30,2025-03-15,Cash on Delivery,Success,202624.0,35386.0,Delivered
1282,86,2025-03-15,Easypaisa,Success,113931.0,4479.0,Delivered
1283,217,2025-03-15,Cash on Delivery,Success,37759.0,4061.0,Delivered
1284,424,2025-03-15,Cash on Delivery,Success,25763.5,4546.5,Returned
1285,707,2025-03-15,Cash on Delivery,Success,750.5,39.5,Cancelled
1286,790,2025-03-15,Cash on Delivery,Success,116720.0,0.0,Delivered
1287,800,2025-03-15,Easypaisa,Failed,285685.5,4204.5,Cancelled
1288,873,2025-03-15,Cash on Delivery,Success,5380.0,0.0,Delivered
1289,1248,2025-03-15,Cash on Delivery,Success,15527.5,1082.5,Delivered
1290,1278,2025-03-15,Cash on Delivery,Success,49606.0,8754.0,Delivered
1291,1588,2025-03-15,Cash on Delivery,Success,2420.0,0.0,Delivered
1292,1628,2025-03-15,JazzCash,Success,671.5,118.5,Delivered
1293,1639,2025-03-15,Easypaisa,Success,5180.0,0.0,Delivered
1294,1860,2025-03-15,Cash on Delivery,Success,1282.5,67.5,Delivered
1295,1905,2025-03-15,Cash on Delivery,Success,1282.5,67.5,Returned
1296,1973,2025-03-15,Cash on Delivery,Success,2660.0,0.0,Returned
1297,2053,2025-03-15,Cash on Delivery,Success,4080.0,0.0,Delivered
1298,2406,2025-03-15,JazzCash,Success,1282.5,67.5,Delivered
1299,87,2025-03-16,Cash on Delivery,Success,71374.0,8586.0,Delivered
1300,138,2025-03-16,Easypaisa,Success,62660.0,0.0,Delivered
1301,267,2025-03-16,Cash on Delivery,Success,3180.0,0.0,Delivered
1302,761,2025-03-16,JazzCash,Success,3360.0,0.0,Returned
1303,924,2025-03-16,Credit/Debit Card,Success,4964.0,636.0,Delivered
1304,1045,2025-03-16,Cash on Delivery,Success,3180.0,0.0,Delivered
1305,1104,2025-03-16,Cash on Delivery,Success,5551.0,159.0,Delivered
1306,1404,2025-03-16,Cash on Delivery,Success,2421.0,269.0,Delivered
1307,1698,2025-03-16,Cash on Delivery,Success,3180.0,0.0,Delivered
1308,1813,2025-03-16,Cash on Delivery,Success,3021.0,159.0,Delivered
1309,1881,2025-03-16,Cash on Delivery,Success,71610.0,0.0,Delivered
1310,1893,2025-03-16,Cash on Delivery,Success,63288.5,10741.5,Delivered
1311,2159,2025-03-16,Cash on Delivery,Success,13846.0,84.0,Delivered
1312,2289,2025-03-16,Easypaisa,Success,3002.0,158.0,Delivered
1313,2443,2025-03-16,Cash on Delivery,Success,28110.5,1559.5,Delivered
1314,65,2025-03-17,Cash on Delivery,Success,32704.0,266.0,Cancelled
1315,175,2025-03-17,Cash on Delivery,Success,41201.5,2168.5,Delivered
1316,364,2025-03-17,Easypaisa,Success,3400.0,0.0,Delivered
1317,382,2025-03-17,Cash on Delivery,Success,1872.0,208.0,Delivered
1318,411,2025-03-17,Cash on Delivery,Success,28794.5,1515.5,Returned
1319,608,2025-03-17,Easypaisa,Success,11745.0,1305.0,Delivered
1320,763,2025-03-17,Cash on Delivery,Success,1952.0,488.0,Delivered
1321,1004,2025-03-17,Cash on Delivery,Success,243.0,27.0,Delivered
1322,1224,2025-03-17,Cash on Delivery,Success,7050.0,0.0,Delivered
1323,1313,2025-03-17,Easypaisa,Success,39510.0,1970.0,Delivered
1324,1485,2025-03-17,Cash on Delivery,Success,105451.5,5518.5,Delivered
1325,1920,2025-03-17,Cash on Delivery,Success,24500.5,1289.5,Delivered
1326,2106,2025-03-17,Cash on Delivery,Success,1512.0,168.0,Delivered
1327,2337,2025-03-17,Cash on Delivery,Success,3040.0,0.0,Delivered
1328,56,2025-03-18,Cash on Delivery,Success,121690.0,0.0,Delivered
1329,164,2025-03-18,Easypaisa,Success,32559.0,3971.0,Delivered
1330,200,2025-03-18,Credit/Debit Card,Success,2403.5,126.5,Delivered
1331,209,2025-03-18,Credit/Debit Card,Success,251620.0,23580.0,Delivered
1332,380,2025-03-18,Cash on Delivery,Success,2703.0,477.0,Cancelled
1333,532,2025-03-18,JazzCash,Success,57589.0,3031.0,Delivered
1334,701,2025-03-18,Cash on Delivery,Success,73727.0,2233.0,Delivered
1335,864,2025-03-18,Cash on Delivery,Success,38780.0,1970.0,Returned
1336,1237,2025-03-18,Cash on Delivery,Success,1976.0,104.0,Delivered
1337,1521,2025-03-18,Cash on Delivery,Success,216207.5,5792.5,Delivered
1338,1694,2025-03-18,JazzCash,Success,2890.0,510.0,Delivered
1339,1706,2025-03-18,Cash on Delivery,Success,55707.0,5933.0,Delivered
1340,2170,2025-03-18,Credit/Debit Card,Success,42909.0,4541.0,Delivered
1341,2321,2025-03-18,Cash on Delivery,Success,216.0,54.0,Delivered
1342,2489,2025-03-18,Cash on Delivery,Success,3186.0,54.0,Returned
1343,1,2025-03-19,Easypaisa,Success,5291.5,278.5,Delivered
1344,156,2025-03-19,Easypaisa,Success,1976.0,104.0,Delivered
1345,573,2025-03-19,Cash on Delivery,Success,25790.0,0.0,Returned
1346,606,2025-03-19,Cash on Delivery,Success,2074.0,366.0,Delivered
1347,826,2025-03-19,Cash on Delivery,Success,11722.5,2677.5,Delivered
1348,981,2025-03-19,Cash on Delivery,Success,2527.0,133.0,Delivered
1349,1179,2025-03-19,JazzCash,Success,2555.5,134.5,Delivered
1350,1305,2025-03-19,Cash on Delivery,Success,23275.0,1225.0,Delivered
1351,1377,2025-03-19,Cash on Delivery,Success,4276.0,414.0,Delivered
1352,2028,2025-03-19,Cash on Delivery,Success,12397.5,652.5,Delivered
1353,33,2025-03-20,Cash on Delivery,Success,27160.5,1289.5,Delivered
1354,149,2025-03-20,JazzCash,Success,6042.0,318.0,Returned
1355,484,2025-03-20,Credit/Debit Card,Success,2690.0,0.0,Delivered
1356,611,2025-03-20,Cash on Delivery,Success,13477.5,922.5,Delivered
1357,615,2025-03-20,Cash on Delivery,Success,3340.0,70.0,Delivered
1358,647,2025-03-20,Cash on Delivery,Success,2072.0,78.0,Delivered
1359,972,2025-03-20,Cash on Delivery,Success,113490.0,0.0,Delivered
1360,975,2025-03-20,JazzCash,Success,5406.0,954.0,Returned
1361,984,2025-03-20,Cash on Delivery,Success,3400.0,0.0,Delivered
1362,1083,2025-03-20,Cash on Delivery,Success,350.0,0.0,Delivered
1363,1430,2025-03-20,Easypaisa,Success,61465.0,3235.0,Delivered
1364,1478,2025-03-20,Cash on Delivery,Success,133250.5,18109.5,Delivered
1365,1557,2025-03-20,JazzCash,Success,52524.0,5836.0,Delivered
1366,1624,2025-03-20,JazzCash,Success,10796.0,504.0,Delivered
1367,1628,2025-03-20,Cash on Delivery,Success,13610.5,29.5,Returned
1368,1725,2025-03-20,Cash on Delivery,Success,110370.0,0.0,Delivered
1369,1788,2025-03-20,Cash on Delivery,Success,58040.0,6260.0,Delivered
1370,1893,2025-03-20,Cash on Delivery,Success,665.0,35.0,Delivered
1371,2082,2025-03-20,Cash on Delivery,Success,3021.0,159.0,Delivered
1372,2147,2025-03-20,Cash on Delivery,Success,34696.0,8674.0,Delivered
1373,2321,2025-03-20,Easypaisa,Success,58360.0,0.0,Delivered
1374,156,2025-03-21,Cash on Delivery,Success,2652.0,468.0,Delivered
1375,470,2025-03-21,Cash on Delivery,Success,24625.0,3915.0,Delivered
1376,648,2025-03-21,Cash on Delivery,Success,5570.0,0.0,Returned
1377,873,2025-03-21,Cash on Delivery,Success,2530.0,0.0,Returned
1378,874,2025-03-21,JazzCash,Success,28794.5,1515.5,Delivered
1379,1024,2025-03-21,Credit/Debit Card,Success,790.0,0.0,Delivered
1380,1171,2025-03-21,Credit/Debit Card,Success,61066.0,3284.0,Returned
1381,1189,2025-03-21,Cash on Delivery,Success,5525.0,255.0,Delivered
1382,1199,2025-03-21,Easypaisa,Success,62904.0,5836.0,Delivered
1383,1296,2025-03-21,Cash on Delivery,Success,71610.0,0.0,Delivered
1384,1305,2025-03-21,Easypaisa,Success,43370.0,0.0,Delivered
1385,1870,2025-03-21,Cash on Delivery,Success,59230.0,0.0,Delivered
1386,2100,2025-03-21,JazzCash,Success,1863.0,207.0,Delivered
1387,2149,2025-03-21,Cash on Delivery,Success,6920.0,0.0,Returned
1388,2413,2025-03-21,Cash on Delivery,Success,24500.5,1289.5,Returned
1389,84,2025-03-22,Cash on Delivery,Success,107426.0,5654.0,Delivered
1390,91,2025-03-22,Credit/Debit Card,Success,2941.0,519.0,Delivered
1391,140,2025-03-22,Cash on Delivery,Success,53243.5,4896.5,Delivered
1392,303,2025-03-22,Cash on Delivery,Success,48038.0,11672.0,Returned
1393,446,2025-03-22,Cash on Delivery,Success,13062.5,687.5,Delivered
1394,663,2025-03-22,Cash on Delivery,Success,357121.5,5518.5,Delivered
1395,704,2025-03-22,Easypaisa,Success,137181.0,6659.0,Delivered
1396,816,2025-03-22,Cash on Delivery,Success,3448.5,181.5,Returned
1397,860,2025-03-22,Cash on Delivery,Success,1700.0,0.0,Delivered
1398,933,2025-03-22,Cash on Delivery,Success,2070.0,0.0,Returned
1399,1101,2025-03-22,Easypaisa,Success,45680.0,0.0,Delivered
1400,1348,2025-03-22,Easypaisa,Success,4050.0,0.0,Delivered
1401,1398,2025-03-22,Cash on Delivery,Success,14366.0,234.0,Delivered
1402,1484,2025-03-22,JazzCash,Success,2690.0,0.0,Delivered
1403,1574,2025-03-22,Cash on Delivery,Success,2420.0,0.0,Delivered
1404,1741,2025-03-22,Cash on Delivery,Success,40508.0,4232.0,Delivered
1405,2296,2025-03-22,Cash on Delivery,Success,5291.5,278.5,Delivered
1406,2472,2025-03-22,Cash on Delivery,Success,5900.0,0.0,Delivered
1407,212,2025-03-23,Cash on Delivery,Success,33370.0,0.0,Returned
1408,278,2025-03-23,Credit/Debit Card,Success,91563.5,4926.5,Returned
1409,402,2025-03-23,Credit/Debit Card,Success,41825.5,2544.5,Returned
1410,457,2025-03-23,Cash on Delivery,Success,64449.0,7161.0,Delivered
1411,578,2025-03-23,Easypaisa,Success,111133.5,19126.5,Delivered
1412,608,2025-03-23,Cash on Delivery,Success,29735.0,1565.0,Returned
1413,630,2025-03-23,Cash on Delivery,Success,253863.0,4337.0,Cancelled
1414,852,2025-03-23,JazzCash,Success,4459.0,401.0,Delivered
1415,1400,2025-03-23,JazzCash,Success,30170.0,0.0,Delivered
1416,1423,2025-03-23,JazzCash,Success,590.0,0.0,Delivered
1417,1624,2025-03-23,Easypaisa,Success,560.0,140.0,Delivered
1418,1829,2025-03-23,Credit/Debit Card,Success,1282.5,67.5,Delivered
1419,2222,2025-03-23,Cash on Delivery,Success,1872.0,208.0,Delivered
1420,71,2025-03-24,Credit/Debit Card,Success,2070.0,0.0,Delivered
1421,71,2025-03-24,Cash on Delivery,Success,125008.0,682.0,Delivered
1422,439,2025-03-24,Cash on Delivery,Success,52046.0,8754.0,Delivered
1423,610,2025-03-24,Easypaisa,Success,2497.5,202.5,Cancelled
1424,902,2025-03-24,Easypaisa,Success,332.5,17.5,Delivered
1425,965,2025-03-24,Easypaisa,Success,28661.5,1508.5,Delivered
1426,1245,2025-03-24,Easypaisa,Success,57395.0,8445.0,Delivered
1427,1382,2025-03-24,Easypaisa,Success,64449.0,7161.0,Delivered
1428,1536,2025-03-24,JazzCash,Success,1180.0,0.0,Delivered
1429,1561,2025-03-24,Credit/Debit Card,Success,270.0,0.0,Delivered
1430,1597,2025-03-24,Cash on Delivery,Success,14966.0,234.0,Returned
1431,1621,2025-03-24,JazzCash,Success,109953.0,12217.0,Delivered
1432,1854,2025-03-24,Cash on Delivery,Success,74010.0,0.0,Delivered
1433,2151,2025-03-24,Easypaisa,Success,91793.0,557.0,Delivered
1434,2411,2025-03-24,Easypaisa,Success,1121.0,59.0,Delivered
1435,138,2025-03-25,Cash on Delivery,Success,3114.0,346.0,Returned
1436,704,2025-03-25,Cash on Delivery,Success,93630.0,0.0,Delivered
1437,761,2025-03-25,Credit/Debit Card,Success,7082.0,168.0,Delivered
1438,777,2025-03-25,Credit/Debit Card,Success,89205.0,4695.0,Delivered
1439,1045,2025-03-25,Cash on Delivery,Success,700.0,0.0,Returned
1440,1083,2025-03-25,Cash on Delivery,Success,3160.0,0.0,Delivered
1441,1634,2025-03-25,Cash on Delivery,Success,39400.0,0.0,Delivered
1442,1872,2025-03-25,Easypaisa,Success,23927.5,4222.5,Delivered
1443,297,2025-03-26,Easypaisa,Success,42320.0,0.0,Delivered
1444,486,2025-03-26,Credit/Debit Card,Success,1368.0,152.0,Returned
1445,1217,2025-03-26,Easypaisa,Success,4332.0,228.0,Delivered
1446,1274,2025-03-26,Cash on Delivery,Success,590.0,0.0,Returned
1447,1576,2025-03-26,Cash on Delivery,Success,4533.5,56.5,Delivered
1448,1690,2025-03-26,Cash on Delivery,Success,1520.0,0.0,Delivered
1449,1735,2025-03-26,Cash on Delivery,Success,2660.0,0.0,Delivered
1450,1736,2025-03-26,Easypaisa,Success,62428.5,10741.5,Delivered
1451,1981,2025-03-26,Cash on Delivery,Success,30468.0,122.0,Delivered
1452,145,2025-03-27,Cash on Delivery,Success,2192.0,158.0,Delivered
1453,256,2025-03-27,Cash on Delivery,Success,29581.0,3329.0,Delivered
1454,338,2025-03-27,JazzCash,Success,16702.0,228.0,Delivered
1455,513,2025-03-27,Cash on Delivery,Success,57050.0,90.0,Delivered
1456,645,2025-03-27,JazzCash,Success,2420.0,0.0,Delivered
1457,841,2025-03-27,Credit/Debit Card,Success,12276.0,1364.0,Delivered
1458,981,2025-03-27,Cash on Delivery,Success,3180.0,0.0,Delivered
1459,1171,2025-03-27,Easypaisa,Success,35460.0,3940.0,Delivered
1460,1335,2025-03-27,Cash on Delivery,Success,60854.0,5806.0,Returned
1461,1431,2025-03-27,Credit/Debit Card,Success,43370.0,0.0,Delivered
1462,1572,2025-03-27,Easypaisa,Success,34245.0,1565.0,Delivered
1463,1942,2025-03-27,Easypaisa,Success,14797.5,612.5,Delivered
1464,1991,2025-03-27,Cash on Delivery,Success,30170.0,0.0,Delivered
1465,2000,2025-03-27,JazzCash,Success,2299.0,121.0,Delivered
1466,2227,2025-03-27,Cash on Delivery,Success,1282.5,67.5,Delivered
1467,55,2025-03-28,Credit/Debit Card,Success,7344.0,816.0,Delivered
1468,64,2025-03-28,Cash on Delivery,Success,9186.0,954.0,Delivered
1469,75,2025-03-28,Cash on Delivery,Success,110370.0,0.0,Delivered
1470,88,2025-03-28,Cash on Delivery,Success,2295.0,405.0,Cancelled
1471,140,2025-03-28,Credit/Debit Card,Success,85766.5,4603.5,Delivered
1472,149,2025-03-28,Cash on Delivery,Success,26291.5,88.5,Delivered
1473,357,2025-03-28,Cash on Delivery,Success,35776.5,6313.5,Delivered
1474,393,2025-03-28,Cash on Delivery,Success,48285.0,2275.0,Returned
1475,462,2025-03-28,Cash on Delivery,Success,118172.0,168.0,Delivered
1476,557,2025-03-28,Cash on Delivery,Success,30170.0,0.0,Delivered
1477,948,2025-03-28,Credit/Debit Card,Success,12250.0,0.0,Delivered
1478,1186,2025-03-28,Cash on Delivery,Success,6643.5,56.5,Delivered
1479,1479,2025-03-28,Cash on Delivery,Success,28766.5,1913.5,Delivered
1480,1825,2025-03-28,Cash on Delivery,Success,42320.0,0.0,Returned
1481,2104,2025-03-28,JazzCash,Success,33856.0,8464.0,Delivered
1482,2140,2025-03-28,Cash on Delivery,Success,2370.0,0.0,Delivered
1483,2218,2025-03-28,Cash on Delivery,Success,1073.5,56.5,Delivered
1484,2241,2025-03-28,Cash on Delivery,Success,14454.0,1606.0,Delivered
1485,257,2025-03-29,Cash on Delivery,Success,147161.5,5518.5,Delivered
1486,832,2025-03-29,Cash on Delivery,Success,1482.0,78.0,Delivered
1487,839,2025-03-29,Cash on Delivery,Success,129970.0,0.0,Delivered
1488,1273,2025-03-29,Cash on Delivery,Success,102367.5,10632.5,Delivered
1489,1358,2025-03-29,Easypaisa,Success,108377.5,5672.5,Delivered
1490,1423,2025-03-29,Cash on Delivery,Success,1596.0,84.0,Delivered
1491,1427,2025-03-29,Easypaisa,Success,50886.0,5654.0,Returned
1492,1443,2025-03-29,Cash on Delivery,Success,43370.0,0.0,Delivered
1493,1484,2025-03-29,Cash on Delivery,Success,11025.0,1225.0,Delivered
1494,1745,2025-03-29,Cash on Delivery,Success,1350.0,0.0,Delivered
1495,1865,2025-03-29,Cash on Delivery,Success,17820.0,0.0,Delivered
1496,2028,2025-03-29,Cash on Delivery,Success,74918.0,242.0,Delivered
1497,2028,2025-03-29,Cash on Delivery,Success,5570.0,0.0,Delivered
1498,2453,2025-03-29,Credit/Debit Card,Success,5840.0,0.0,Delivered
1499,317,2025-03-30,Cash on Delivery,Success,28794.5,1515.5,Delivered
1500,438,2025-03-30,Easypaisa,Success,226199.5,3580.5,Delivered
1501,513,2025-03-30,Easypaisa,Success,11637.5,612.5,Delivered
1502,793,2025-03-30,Cash on Delivery,Success,57589.0,3031.0,Delivered
1503,956,2025-03-30,Cash on Delivery,Success,4736.0,244.0,Returned
1504,1189,2025-03-30,Cash on Delivery,Success,82770.0,0.0,Returned
1505,1251,2025-03-30,Cash on Delivery,Success,88296.0,22074.0,Returned
1506,1253,2025-03-30,Cash on Delivery,Success,3002.0,158.0,Delivered
1507,1285,2025-03-30,Cash on Delivery,Success,28678.5,1891.5,Delivered
1508,1396,2025-03-30,Easypaisa,Success,124969.0,9991.0,Delivered
1509,1427,2025-03-30,Cash on Delivery,Success,12836.5,1393.5,Delivered
1510,1532,2025-03-30,Cash on Delivery,Success,16710.0,0.0,Delivered
1511,1573,2025-03-30,Cash on Delivery,Success,30170.0,0.0,Delivered
1512,1603,2025-03-30,Cash on Delivery,Success,6536.0,1114.0,Delivered
1513,1736,2025-03-30,Cash on Delivery,Success,1350.0,0.0,Cancelled
1514,1935,2025-03-30,Cash on Delivery,Success,53810.0,2610.0,Delivered
1515,1992,2025-03-30,Easypaisa,Success,632.0,158.0,Delivered
1516,2020,2025-03-30,Cash on Delivery,Success,1700.0,0.0,Delivered
1517,625,2025-03-31,Credit/Debit Card,Success,2555.5,134.5,Delivered
1518,675,2025-03-31,Easypaisa,Success,98472.5,17377.5,Delivered
1519,679,2025-03-31,Cash on Delivery,Success,29735.0,1565.0,Delivered
1520,691,2025-03-31,Cash on Delivery,Success,5710.0,0.0,Delivered
1521,725,2025-03-31,Cash on Delivery,Success,94619.0,7161.0,Delivered
1522,874,2025-03-31,Cash on Delivery,Success,4880.0,0.0,Delivered
1523,878,2025-03-31,Cash on Delivery,Success,33856.0,8464.0,Delivered
1524,1104,2025-03-31,JazzCash,Success,46422.0,5158.0,Delivered
1525,1681,2025-03-31,Cash on Delivery,Success,1282.5,67.5,Returned
1526,1854,2025-03-31,Cash on Delivery,Success,190790.0,0.0,Delivered
1527,2164,2025-03-31,Cash on Delivery,Success,6500.0,0.0,Returned
1528,2296,2025-03-31,Cash on Delivery,Success,1680.0,0.0,Delivered
1529,2385,2025-03-31,Cash on Delivery,Success,55393.0,2827.0,Delivered
1530,2396,2025-03-31,Cash on Delivery,Success,71610.0,0.0,Delivered
1531,163,2025-04-01,Easypaisa,Success,28427.5,202.5,Delivered
1532,755,2025-04-01,Credit/Debit Card,Success,51850.0,0.0,Delivered
1533,1431,2025-04-01,Easypaisa,Success,2178.0,242.0,Delivered
1534,1536,2025-04-01,Cash on Delivery,Success,7150.0,0.0,Returned
1535,2092,2025-04-01,Cash on Delivery,Success,2196.0,244.0,Delivered
1536,222,2025-04-02,Cash on Delivery,Success,5269.5,570.5,Delivered
1537,1588,2025-04-02,Cash on Delivery,Success,59827.0,173.0,Returned
1538,1598,2025-04-02,Cash on Delivery,Success,1350.0,0.0,Delivered
1539,1910,2025-04-02,Cash on Delivery,Success,4030.5,379.5,Cancelled
1540,608,2025-04-03,JazzCash,Success,71610.0,0.0,Delivered
1541,1313,2025-04-03,Cash on Delivery,Success,40530.0,0.0,Delivered
1542,1715,2025-04-03,Cash on Delivery,Success,93814.5,16555.5,Delivered
1543,2419,2025-04-03,JazzCash,Success,1560.0,0.0,Delivered
1544,362,2025-04-04,Cash on Delivery,Success,5863.0,477.0,Delivered
1545,416,2025-04-04,Easypaisa,Success,256.5,13.5,Delivered
1546,1191,2025-04-04,Cash on Delivery,Success,41201.5,2168.5,Delivered
1547,2140,2025-04-04,Cash on Delivery,Success,43370.0,0.0,Delivered
1548,2256,2025-04-04,JazzCash,Success,84090.0,0.0,Delivered
1549,292,2025-04-05,Cash on Delivery,Success,13640.0,0.0,Returned
1550,446,2025-04-05,JazzCash,Success,2530.0,0.0,Delivered
1551,944,2025-04-05,Easypaisa,Success,2660.0,0.0,Delivered
1552,1305,2025-04-05,Cash on Delivery,Success,42320.0,0.0,Delivered
1553,2486,2025-04-05,Cash on Delivery,Success,42389.0,2231.0,Delivered
1554,163,2025-04-06,Credit/Debit Card,Failed,110370.0,0.0,Cancelled
1555,355,2025-04-06,Cash on Delivery,Success,1501.0,79.0,Delivered
1556,630,2025-04-06,Cash on Delivery,Success,48059.0,8481.0,Delivered
1557,1101,2025-04-06,Cash on Delivery,Success,115349.0,6071.0,Delivered
1558,1408,2025-04-06,Cash on Delivery,Success,25790.0,0.0,Delivered
1559,2387,2025-04-06,Cash on Delivery,Success,540.0,60.0,Delivered
1560,127,2025-04-07,Cash on Delivery,Success,1350.0,0.0,Delivered
1561,918,2025-04-07,Cash on Delivery,Success,2555.5,134.5,Returned
1562,1905,2025-04-07,JazzCash,Success,297.5,52.5,Delivered
1563,200,2025-04-08,Cash on Delivery,Success,108009.0,12001.0,Delivered
1564,1503,2025-04-08,Cash on Delivery,Success,84090.0,0.0,Delivered
1565,1579,2025-04-08,Cash on Delivery,Success,15980.0,0.0,Returned
1566,1996,2025-04-08,Credit/Debit Card,Success,2080.0,0.0,Delivered
1567,630,2025-04-09,JazzCash,Success,1560.0,0.0,Delivered
1568,793,2025-04-09,Cash on Delivery,Success,40473.5,56.5,Delivered
1569,1574,2025-04-09,Cash on Delivery,Success,7670.0,0.0,Delivered
1570,1761,2025-04-09,Cash on Delivery,Success,85690.0,0.0,Delivered
1571,1839,2025-04-09,Cash on Delivery,Success,8390.0,0.0,Delivered
1572,1992,2025-04-09,Cash on Delivery,Success,14930.0,0.0,Returned
1573,786,2025-04-10,Cash on Delivery,Success,5570.0,0.0,Delivered
1574,1122,2025-04-10,JazzCash,Failed,24500.5,1289.5,Cancelled
1575,2271,2025-04-10,Cash on Delivery,Success,9216.0,54.0,Delivered
1576,620,2025-04-11,Cash on Delivery,Success,4880.0,0.0,Delivered
1577,871,2025-04-11,Cash on Delivery,Success,5380.0,0.0,Delivered
1578,988,2025-04-11,Easypaisa,Success,1512.0,168.0,Delivered
1579,30,2025-04-12,Cash on Delivery,Success,35229.0,1091.0,Delivered
1580,86,2025-04-12,Cash on Delivery,Success,200076.0,12074.0,Delivered
1581,786,2025-04-12,Cash on Delivery,Success,25644.5,4525.5,Delivered
1582,878,2025-04-12,Cash on Delivery,Success,29735.0,1565.0,Delivered
1583,1101,2025-04-12,Cash on Delivery,Success,28150.0,0.0,Delivered
1584,387,2025-04-13,Cash on Delivery,Success,1700.0,0.0,Delivered
1585,567,2025-04-13,Cash on Delivery,Success,39400.0,0.0,Delivered
1586,779,2025-04-13,Cash on Delivery,Success,314554.5,16555.5,Delivered
1587,1575,2025-04-13,Cash on Delivery,Success,590.0,0.0,Delivered
1588,1704,2025-04-13,Cash on Delivery,Success,1976.0,104.0,Cancelled
1589,56,2025-04-14,Cash on Delivery,Success,144644.5,1515.5,Delivered
1590,88,2025-04-14,Credit/Debit Card,Success,115026.0,6054.0,Delivered
1591,149,2025-04-14,Cash on Delivery,Success,1180.0,0.0,Delivered
1592,675,2025-04-14,Credit/Debit Card,Success,32736.0,8184.0,Delivered
1593,799,2025-04-14,Easypaisa,Success,1350.0,0.0,Delivered
