delivery_id,order_id,courier_partner,shipment_date,delivery_date,delivery_status,delivery_charges,customer_rating,transit_days
2043,2093,Daraz Express (DEX),2025-07-04,2025-07-05,On Time,150,4,1.0
2044,2094,Daraz Express (DEX),2025-07-05,2025-07-06,On Time,150,5,1.0
2045,2095,TCS,2025-07-05,2025-07-11,Returned to Sender,250,1,6.0
2046,2096,Leopard Courier,2025-07-03,2025-07-07,On Time,150,4,4.0
2047,2097,Daraz Express (DEX),2025-07-05,2025-07-07,On Time,150,5,2.0
2048,2098,Daraz Express (DEX),2025-07-06,2025-07-07,On Time,150,4,1.0
2049,2099,Daraz Express (DEX),2025-07-05,2025-07-07,On Time,150,5,2.0
2050,2100,Daraz Express (DEX),2025-07-06,2025-07-13,On Time,250,4,7.0
2051,2101,Daraz Express (DEX),2025-07-05,2025-07-08,On Time,150,4,3.0
2052,2102,Daraz Express (DEX),2025-07-07,2025-07-09,On Time,150,4,2.0
2053,2103,Daraz Express (DEX),2025-07-07,2025-07-09,On Time,150,4,2.0
2054,2104,Daraz Express (DEX),2025-07-06,2025-07-07,Returned to Sender,150,1,1.0
2055,2105,TCS,2025-07-07,2025-07-09,On Time,150,3,2.0
2056,2106,Leopard Courier,2025-07-06,2025-07-08,On Time,150,4,2.0
2057,2107,Daraz Express (DEX),2025-07-07,2025-07-09,On Time,150,4,2.0
2058,2108,Daraz Express (DEX),2025-07-06,2025-07-09,On Time,150,4,3.0
2059,2109,Daraz Express (DEX),2025-07-06,2025-07-07,On Time,150,5,1.0
2060,2110,Daraz Express (DEX),2025-07-05,2025-07-06,On Time,150,4,1.0
2061,2111,TCS,2025-07-06,2025-07-07,On Time,150,5,1.0
2062,2112,Daraz Express (DEX),2025-07-05,2025-07-07,On Time,150,5,2.0
2063,2113,Daraz Express (DEX),2025-07-07,2025-07-10,On Time,150,4,3.0
2064,2114,Daraz Express (DEX),2025-07-07,2025-07-10,Returned to Sender,150,2,3.0
2065,2115,Daraz Express (DEX),2025-07-07,2025-07-09,On Time,150,4,2.0
2066,2116,TCS,2025-07-08,2025-07-12,On Time,150,4,4.0
2067,2117,Daraz Express (DEX),2025-07-08,2025-07-09,On Time,150,4,1.0
2068,2118,Daraz Express (DEX),2025-07-06,2025-07-08,On Time,150,5,2.0
2069,2119,TCS,2025-07-07,2025-07-10,On Time,150,4,3.0
2070,2120,TCS,2025-07-07,2025-07-11,On Time,150,5,4.0
2071,2121,TCS,2025-07-07,2025-07-11,On Time,150,5,4.0
2072,2122,TCS,2025-07-08,2025-07-12,On Time,250,4,4.0
2073,2123,Daraz Express (DEX),2025-07-08,2025-07-11,On Time,150,4,3.0
2074,2124,Daraz Express (DEX),2025-07-08,2025-07-09,On Time,150,5,1.0
2075,2125,Daraz Express (DEX),2025-07-09,2025-07-10,On Time,150,5,1.0
2076,2126,Daraz Express (DEX),2025-07-08,2025-07-09,On Time,150,4,1.0
2077,2127,Daraz Express (DEX),2025-07-07,2025-07-09,On Time,150,5,2.0
2078,2128,Daraz Express (DEX),2025-07-07,2025-07-10,On Time,150,4,3.0
2079,2129,Daraz Express (DEX),2025-07-08,2025-07-09,On Time,150,4,1.0
2080,2130,Leopard Courier,2025-07-07,2025-07-10,On Time,150,4,3.0
2081,2131,TCS,2025-07-08,2025-07-13,On Time,250,3,5.0
2082,2132,Daraz Express (DEX),2025-07-08,2025-07-10,On Time,150,3,2.0
2083,2133,Daraz Express (DEX),2025-07-10,2025-07-13,On Time,150,4,3.0
2084,2134,Daraz Express (DEX),2025-07-09,2025-07-10,Returned to Sender,150,1,1.0
2085,2135,Daraz Express (DEX),2025-07-08,2025-07-09,On Time,150,5,1.0
2086,2136,TCS,2025-07-08,2025-07-10,On Time,150,4,2.0
2087,2137,Daraz Express (DEX),2025-07-10,2025-07-11,On Time,150,4,1.0
2088,2138,TCS,2025-07-10,2025-07-13,On Time,150,4,3.0
2089,2139,TCS,2025-07-09,2025-07-10,On Time,150,4,1.0
2090,2140,Daraz Express (DEX),2025-07-08,,On Time,150,4,
2091,2141,Daraz Express (DEX),2025-07-11,2025-07-14,On Time,150,4,3.0
2092,2142,Daraz Express (DEX),2025-07-09,2025-07-10,On Time,150,4,1.0
2093,2143,TCS,2025-07-10,2025-07-13,On Time,150,4,3.0
2094,2144,Daraz Express (DEX),2025-07-11,2025-07-12,On Time,150,4,1.0
2095,2145,Daraz Express (DEX),2025-07-09,2025-07-12,On Time,150,5,3.0
2096,2146,Daraz Express (DEX),2025-07-10,2025-07-13,On Time,150,4,3.0
2097,2147,Daraz Express (DEX),2025-07-12,2025-07-13,On Time,150,5,1.0
2098,2148,TCS,2025-07-12,2025-07-14,Returned to Sender,150,1,2.0
2099,2149,Daraz Express (DEX),2025-07-10,2025-07-11,On Time,150,5,1.0
2100,2150,TCS,2025-07-10,2025-07-14,On Time,150,4,4.0
2101,2151,Daraz Express (DEX),2025-07-12,2025-07-13,On Time,150,5,1.0
2102,2152,Daraz Express (DEX),2025-07-12,2025-07-13,On Time,150,5,1.0
2103,2153,Daraz Express (DEX),2025-07-13,2025-07-14,On Time,150,4,1.0
2104,2154,Daraz Express (DEX),2025-07-13,2025-07-16,On Time,150,5,3.0
2105,2155,Daraz Express (DEX),2025-07-11,2025-07-13,On Time,150,3,2.0
2106,2156,Daraz Express (DEX),2025-07-13,2025-07-16,On Time,150,5,3.0
2107,2157,Daraz Express (DEX),2025-07-12,2025-07-13,On Time,150,4,1.0
2108,2158,Daraz Express (DEX),2025-07-13,2025-07-14,On Time,150,5,1.0
2109,2159,Daraz Express (DEX),2025-07-12,2025-07-13,On Time,150,4,1.0
2110,2160,Daraz Express (DEX),2025-07-13,2025-07-14,On Time,150,4,1.0
2111,2161,Leopard Courier,2025-07-13,2025-07-16,On Time,150,4,3.0
2112,2162,Daraz Express (DEX),2025-07-12,2025-07-14,Returned to Sender,150,2,2.0
2113,2163,Daraz Express (DEX),2025-07-14,2025-07-16,On Time,150,4,2.0
2114,2164,Daraz Express (DEX),2025-07-12,2025-07-14,On Time,150,5,2.0
2115,2165,TCS,2025-07-13,2025-07-17,On Time,150,4,4.0
2116,2166,Daraz Express (DEX),2025-07-12,,On Time,150,4,
2117,2168,TCS,2025-07-14,2025-07-16,On Time,150,4,2.0
2118,2169,TCS,2025-07-15,2025-07-18,On Time,150,5,3.0
2119,2170,Daraz Express (DEX),2025-07-15,2025-07-18,On Time,150,3,3.0
2120,2171,Leopard Courier,2025-07-14,2025-07-16,On Time,150,4,2.0
2121,2172,Daraz Express (DEX),2025-07-15,2025-07-16,On Time,150,5,1.0
2122,2173,Leopard Courier,2025-07-14,2025-07-19,Delayed,150,2,5.0
2123,2174,Leopard Courier,2025-07-13,2025-07-15,On Time,150,4,2.0
2124,2175,Daraz Express (DEX),2025-07-15,2025-07-16,Returned to Sender,150,1,1.0
2125,2176,Daraz Express (DEX),2025-07-14,2025-07-15,On Time,150,4,1.0
2126,2177,Leopard Courier,2025-07-15,2025-07-18,On Time,150,4,3.0
2127,2178,Daraz Express (DEX),2025-07-15,2025-07-18,On Time,150,3,3.0
2128,2179,TCS,2025-07-14,2025-07-16,On Time,150,3,2.0
2129,2180,Daraz Express (DEX),2025-07-15,2025-07-18,On Time,150,4,3.0
2130,2181,Daraz Express (DEX),2025-07-14,2025-07-15,On Time,150,4,1.0
2131,2182,TCS,2025-07-14,2025-07-18,On Time,250,4,4.0
2132,2183,Daraz Express (DEX),2025-07-15,2025-07-16,On Time,150,4,1.0
2133,2184,Daraz Express (DEX),2025-07-16,2025-07-18,On Time,150,5,2.0
2134,2185,Daraz Express (DEX),2025-07-15,2025-07-18,On Time,150,4,3.0
2135,2186,Leopard Courier,2025-07-15,2025-07-18,On Time,150,4,3.0
2136,2187,Daraz Express (DEX),2025-07-15,2025-07-16,On Time,150,5,1.0
2137,2188,Daraz Express (DEX),2025-07-17,2025-07-18,On Time,150,4,1.0
2138,2189,Daraz Express (DEX),2025-07-17,2025-07-21,On Time,250,4,4.0
2139,2190,TCS,2025-07-18,2025-07-21,Returned to Sender,150,1,3.0
2140,2191,Daraz Express (DEX),2025-07-17,2025-07-18,On Time,150,4,1.0
2141,2193,Leopard Courier,2025-07-17,2025-07-21,On Time,250,4,4.0
2142,2194,Daraz Express (DEX),2025-07-17,2025-07-18,On Time,150,5,1.0
2143,2195,Daraz Express (DEX),2025-07-18,2025-07-20,On Time,150,5,2.0
2144,2196,Daraz Express (DEX),2025-07-18,2025-07-21,On Time,150,4,3.0
2145,2197,TCS,2025-07-19,2025-07-23,On Time,250,3,4.0
2146,2198,Leopard Courier,2025-07-18,2025-07-22,Returned to Sender,150,2,4.0
2147,2199,TCS,2025-07-17,2025-07-20,Returned to Sender,150,1,3.0
2148,2200,Leopard Courier,2025-07-18,2025-07-23,Delayed,150,3,5.0
2149,2201,Leopard Courier,2025-07-18,2025-07-23,Delayed,150,2,5.0
2150,2202,Daraz Express (DEX),2025-07-19,,On Time,150,4,
2151,2204,Daraz Express (DEX),2025-07-18,2025-07-20,On Time,150,4,2.0
2152,2205,Daraz Express (DEX),2025-07-19,2025-07-20,On Time,150,4,1.0
2153,2206,Daraz Express (DEX),2025-07-20,2025-07-22,On Time,150,4,2.0
2154,2207,Daraz Express (DEX),2025-07-18,2025-07-19,On Time,150,5,1.0
2155,2208,Daraz Express (DEX),2025-07-19,2025-07-21,On Time,150,3,2.0
2156,2209,Daraz Express (DEX),2025-07-18,2025-07-19,On Time,150,4,1.0
2157,2210,TCS,2025-07-20,2025-07-23,On Time,150,4,3.0
2158,2211,Daraz Express (DEX),2025-07-18,2025-07-20,On Time,150,4,2.0
2159,2212,Leopard Courier,2025-07-20,2025-07-24,Returned to Sender,150,2,4.0
2160,2213,Daraz Express (DEX),2025-07-20,2025-07-23,On Time,150,5,3.0
2161,2214,Daraz Express (DEX),2025-07-19,2025-07-20,On Time,150,4,1.0
2162,2215,Daraz Express (DEX),2025-07-20,2025-07-23,On Time,150,5,3.0
2163,2216,TCS,2025-07-19,2025-07-22,On Time,150,4,3.0
2164,2217,Leopard Courier,2025-07-19,2025-07-24,Delayed,150,2,5.0
2165,2218,Daraz Express (DEX),2025-07-21,2025-07-24,Returned to Sender,150,1,3.0
2166,2219,Leopard Courier,2025-07-20,2025-07-22,On Time,150,4,2.0
2167,2220,TCS,2025-07-21,2025-07-22,Returned to Sender,150,1,1.0
2168,2221,Daraz Express (DEX),2025-07-21,2025-07-22,On Time,150,4,1.0
2169,2222,Daraz Express (DEX),2025-07-22,2025-07-23,On Time,150,5,1.0
2170,2223,Daraz Express (DEX),2025-07-20,2025-07-22,On Time,150,4,2.0
2171,2224,Leopard Courier,2025-07-22,2025-07-26,On Time,150,4,4.0
2172,2225,Daraz Express (DEX),2025-07-22,2025-07-25,On Time,150,4,3.0
2173,2226,TCS,2025-07-22,2025-07-24,On Time,150,4,2.0
2174,2227,TCS,2025-07-20,2025-07-26,On Time,250,4,6.0
2175,2228,TCS,2025-07-22,2025-07-23,On Time,150,4,1.0
2176,2229,Daraz Express (DEX),2025-07-22,2025-07-25,Returned to Sender,150,2,3.0
2177,2230,Leopard Courier,2025-07-21,2025-07-25,On Time,250,4,4.0
2178,2232,Daraz Express (DEX),2025-07-21,2025-07-23,On Time,150,4,2.0
2179,2233,Leopard Courier,2025-07-22,2025-07-26,On Time,150,5,4.0
2180,2234,TCS,2025-07-24,2025-07-26,On Time,150,4,2.0
2181,2235,TCS,2025-07-22,2025-07-23,On Time,150,5,1.0
2182,2236,TCS,2025-07-23,2025-07-26,On Time,150,5,3.0
2183,2237,Daraz Express (DEX),2025-07-22,2025-07-23,On Time,150,5,1.0
2184,2238,Leopard Courier,2025-07-23,2025-07-26,On Time,150,4,3.0
2185,2239,Daraz Express (DEX),2025-07-25,2025-07-26,On Time,150,4,1.0
2186,2240,Daraz Express (DEX),2025-07-23,2025-07-24,On Time,150,4,1.0
2187,2241,Daraz Express (DEX),2025-07-24,2025-07-26,Returned to Sender,150,3,2.0
2188,2243,Daraz Express (DEX),2025-07-24,2025-07-25,Returned to Sender,150,1,1.0
2189,2244,Daraz Express (DEX),2025-07-24,2025-07-27,On Time,150,4,3.0
2190,2245,Daraz Express (DEX),2025-07-24,2025-07-25,On Time,150,4,1.0
2191,2246,Daraz Express (DEX),2025-07-26,2025-07-27,On Time,150,4,1.0
2192,2247,Daraz Express (DEX),2025-07-25,2025-07-26,On Time,150,5,1.0
2193,2248,Daraz Express (DEX),2025-07-25,2025-07-27,On Time,150,5,2.0
2194,2249,Leopard Courier,2025-07-26,2025-07-30,On Time,150,5,4.0
2195,2250,Daraz Express (DEX),2025-07-26,2025-07-28,On Time,150,5,2.0
2196,2251,Daraz Express (DEX),2025-07-27,2025-07-28,On Time,150,4,1.0
2197,2252,TCS,2025-07-27,2025-07-29,On Time,150,3,2.0
2198,2254,Leopard Courier,2025-07-27,2025-07-31,On Time,150,5,4.0
2199,2255,TCS,2025-07-26,2025-07-30,On Time,150,4,4.0
2200,2256,Daraz Express (DEX),2025-07-28,2025-07-29,On Time,150,5,1.0
2201,2257,TCS,2025-07-27,2025-07-28,On Time,150,5,1.0
2202,2258,Daraz Express (DEX),2025-07-27,2025-07-28,On Time,150,5,1.0
2203,2259,Leopard Courier,2025-07-28,2025-07-30,On Time,150,4,2.0
2204,2260,Daraz Express (DEX),2025-07-28,2025-07-30,On Time,150,3,2.0
2205,2261,TCS,2025-07-27,2025-07-30,Returned to Sender,150,1,3.0
2206,2262,Leopard Courier,2025-07-26,2025-07-29,On Time,150,4,3.0
2207,2263,Daraz Express (DEX),2025-07-26,2025-07-27,On Time,150,5,1.0
2208,2264,Leopard Courier,2025-07-28,2025-08-02,Delayed,150,2,5.0
2209,2265,Daraz Express (DEX),2025-07-27,2025-07-28,On Time,150,4,1.0
2210,2266,Daraz Express (DEX),2025-07-29,2025-07-31,On Time,150,4,2.0
2211,2267,TCS,2025-07-28,2025-07-29,On Time,150,4,1.0
2212,2268,Daraz Express (DEX),2025-07-30,2025-07-31,On Time,150,5,1.0
2213,2269,Daraz Express (DEX),2025-07-29,2025-08-01,Returned to Sender,150,1,3.0
2214,2270,Daraz Express (DEX),2025-07-29,2025-07-30,On Time,150,5,1.0
2215,2271,Daraz Express (DEX),2025-07-30,2025-08-02,On Time,150,4,3.0
2216,2272,Daraz Express (DEX),2025-07-28,2025-07-29,On Time,150,5,1.0
2217,2273,Leopard Courier,2025-07-30,2025-08-04,On Time,250,4,5.0
2218,2274,Daraz Express (DEX),2025-07-28,2025-07-31,On Time,150,4,3.0
2219,2275,Leopard Courier,2025-07-29,2025-08-03,Delayed,150,1,5.0
2220,2276,Daraz Express (DEX),2025-07-28,2025-07-31,On Time,150,5,3.0
2221,2277,Daraz Express (DEX),2025-07-30,2025-07-31,On Time,150,5,1.0
2222,2278,TCS,2025-07-28,2025-08-04,On Time,250,5,7.0
2223,2279,Daraz Express (DEX),2025-07-29,2025-07-30,On Time,150,4,1.0
2224,2280,Daraz Express (DEX),2025-07-29,2025-07-30,On Time,150,3,1.0
2225,2281,Daraz Express (DEX),2025-07-31,2025-08-01,On Time,150,4,1.0
2226,2282,Leopard Courier,2025-07-31,2025-08-05,Delayed,150,1,5.0
2227,2283,Leopard Courier,2025-07-29,2025-08-02,Returned to Sender,150,1,4.0
2228,2284,Daraz Express (DEX),2025-07-30,2025-08-02,On Time,150,5,3.0
2229,2285,Daraz Express (DEX),2025-07-31,2025-08-01,On Time,150,5,1.0
2230,2286,Daraz Express (DEX),2025-07-29,2025-07-30,On Time,150,3,1.0
2231,2287,Daraz Express (DEX),2025-07-29,2025-07-30,On Time,150,4,1.0
2232,2288,Leopard Courier,2025-07-31,2025-08-03,Returned to Sender,150,1,3.0
2233,2289,Daraz Express (DEX),2025-07-31,,On Time,150,4,
2234,2290,Leopard Courier,2025-07-30,2025-08-02,On Time,150,4,3.0
2235,2291,Daraz Express (DEX),2025-07-31,2025-08-02,On Time,150,4,2.0
2236,2292,Daraz Express (DEX),2025-07-31,2025-08-03,On Time,150,4,3.0
2237,2293,Daraz Express (DEX),2025-08-01,2025-08-02,Returned to Sender,150,1,1.0
2238,2295,Leopard Courier,2025-08-01,2025-08-03,On Time,150,5,2.0
2239,2296,Leopard Courier,2025-08-01,2025-08-06,Delayed,150,3,5.0
2240,2297,TCS,2025-07-31,2025-08-03,On Time,150,4,3.0
2241,2298,Daraz Express (DEX),2025-08-01,2025-08-03,On Time,150,3,2.0
2242,2299,Daraz Express (DEX),2025-07-31,2025-08-02,On Time,150,5,2.0
2243,2300,Daraz Express (DEX),2025-08-02,2025-08-03,On Time,150,4,1.0
2244,2301,TCS,2025-08-02,2025-08-12,Delayed,250,2,10.0
2245,2302,TCS,2025-07-31,2025-08-04,On Time,150,5,4.0
2246,2304,Daraz Express (DEX),2025-08-01,2025-08-04,Returned to Sender,250,2,3.0
2247,2305,Daraz Express (DEX),2025-08-02,2025-08-03,Returned to Sender,150,1,1.0
2248,2306,Daraz Express (DEX),2025-08-01,2025-08-03,On Time,150,4,2.0
2249,2307,TCS,2025-08-03,2025-08-06,On Time,150,4,3.0
2250,2308,Daraz Express (DEX),2025-08-03,2025-08-05,On Time,150,4,2.0
2251,2310,Daraz Express (DEX),2025-08-04,2025-08-07,On Time,150,5,3.0
2252,2311,Daraz Express (DEX),2025-08-03,2025-08-06,On Time,150,3,3.0
2253,2312,Leopard Courier,2025-08-04,2025-08-07,On Time,150,3,3.0
2254,2313,Daraz Express (DEX),2025-08-04,2025-08-06,Returned to Sender,150,3,2.0
2255,2314,TCS,2025-08-03,2025-08-05,On Time,150,4,2.0
2256,2315,Leopard Courier,2025-08-05,2025-08-07,On Time,150,3,2.0
2257,2316,Daraz Express (DEX),2025-08-04,2025-08-05,On Time,150,4,1.0
2258,2317,TCS,2025-08-04,2025-08-08,On Time,150,4,4.0
2259,2318,Daraz Express (DEX),2025-08-04,2025-08-06,On Time,150,4,2.0
2260,2319,Leopard Courier,2025-08-03,2025-08-08,Delayed,150,1,5.0
2261,2320,Daraz Express (DEX),2025-08-03,2025-08-06,On Time,150,4,3.0
2262,2321,Daraz Express (DEX),2025-08-04,2025-08-06,On Time,150,4,2.0
2263,2322,Daraz Express (DEX),2025-08-05,2025-08-08,On Time,150,5,3.0
2264,2323,Daraz Express (DEX),2025-08-05,2025-08-07,On Time,150,4,2.0
2265,2324,Daraz Express (DEX),2025-08-06,2025-08-08,On Time,150,5,2.0
2266,2325,Daraz Express (DEX),2025-08-04,2025-08-06,Returned to Sender,150,1,2.0
2267,2326,TCS,2025-08-05,2025-08-09,Returned to Sender,150,1,4.0
2268,2327,Leopard Courier,2025-08-04,2025-08-08,On Time,150,3,4.0
2269,2328,Daraz Express (DEX),2025-08-06,2025-08-09,On Time,150,5,3.0
2270,2329,Leopard Courier,2025-08-05,,Delayed,150,1,
2271,2330,Daraz Express (DEX),2025-08-06,2025-08-09,On Time,150,4,3.0
2272,2331,Daraz Express (DEX),2025-08-05,2025-08-06,On Time,150,4,1.0
2273,2332,Leopard Courier,2025-08-05,2025-08-07,On Time,150,4,2.0
2274,2333,Daraz Express (DEX),2025-08-07,2025-08-10,On Time,150,4,3.0
2275,2334,Daraz Express (DEX),2025-08-05,2025-08-06,On Time,150,4,1.0
2276,2335,Daraz Express (DEX),2025-08-06,2025-08-07,On Time,150,5,1.0
2277,2336,Daraz Express (DEX),2025-08-05,2025-08-08,On Time,150,5,3.0
2278,2337,Daraz Express (DEX),2025-08-05,2025-08-08,On Time,150,4,3.0
2279,2338,Daraz Express (DEX),2025-08-05,2025-08-08,On Time,150,4,3.0
2280,2339,TCS,2025-08-05,2025-08-06,On Time,150,4,1.0
2281,2340,Daraz Express (DEX),2025-08-06,2025-08-08,On Time,150,5,2.0
2282,2341,TCS,2025-08-07,2025-08-11,On Time,250,4,4.0
2283,2342,TCS,2025-08-07,2025-08-09,On Time,150,3,2.0
2284,2343,Daraz Express (DEX),2025-08-08,2025-08-09,On Time,150,4,1.0
2285,2344,Daraz Express (DEX),2025-08-06,2025-08-08,On Time,150,4,2.0
2286,2345,Daraz Express (DEX),2025-08-07,2025-08-09,On Time,250,4,2.0
2287,2346,Daraz Express (DEX),2025-08-06,2025-08-07,On Time,150,5,1.0
2288,2347,Leopard Courier,2025-08-07,2025-08-10,On Time,150,4,3.0
2289,2348,Daraz Express (DEX),2025-08-08,2025-08-09,On Time,150,4,1.0
2290,2350,Daraz Express (DEX),2025-08-07,2025-08-08,On Time,150,4,1.0
2291,2351,Daraz Express (DEX),2025-08-08,2025-08-09,Returned to Sender,150,1,1.0
2292,2352,Daraz Express (DEX),2025-08-07,2025-08-08,On Time,150,4,1.0
2293,2353,TCS,2025-08-09,2025-08-13,On Time,150,5,4.0
2294,2354,TCS,2025-08-07,2025-08-12,On Time,250,5,5.0
2295,2355,Daraz Express (DEX),2025-08-08,2025-08-09,On Time,150,5,1.0
2296,2356,Daraz Express (DEX),2025-08-10,2025-08-12,Returned to Sender,150,1,2.0
2297,2357,Daraz Express (DEX),2025-08-10,2025-08-11,On Time,150,4,1.0
2298,2358,Daraz Express (DEX),2025-08-08,2025-08-10,On Time,150,4,2.0
2299,2359,Daraz Express (DEX),2025-08-08,2025-08-10,On Time,150,5,2.0
2300,2360,Leopard Courier,2025-08-08,,On Time,150,5,
2301,2362,Daraz Express (DEX),2025-08-09,2025-08-10,On Time,150,4,1.0
2302,2363,TCS,2025-08-10,2025-08-20,Delayed,250,1,10.0
2303,2364,TCS,2025-08-10,2025-08-14,On Time,150,4,4.0
2304,2365,Daraz Express (DEX),2025-08-10,2025-08-11,On Time,150,4,1.0
2305,2366,Daraz Express (DEX),2025-08-10,2025-08-13,On Time,150,4,3.0
2306,2367,Daraz Express (DEX),2025-08-11,2025-08-14,On Time,150,4,3.0
2307,2368,TCS,2025-08-11,2025-08-14,Returned to Sender,150,3,3.0
2308,2369,Daraz Express (DEX),2025-08-11,,On Time,150,5,
2309,2370,TCS,2025-08-11,2025-08-13,On Time,150,4,2.0
2310,2371,Daraz Express (DEX),2025-08-10,2025-08-13,On Time,150,5,3.0
2311,2372,TCS,2025-08-11,2025-08-14,On Time,150,4,3.0
2312,2373,Daraz Express (DEX),2025-08-12,2025-08-15,On Time,150,4,3.0
2313,2374,Daraz Express (DEX),2025-08-11,2025-08-12,On Time,150,4,1.0
2314,2375,Daraz Express (DEX),2025-08-11,2025-08-12,On Time,150,5,1.0
2315,2376,Daraz Express (DEX),2025-08-11,2025-08-12,On Time,150,3,1.0
2316,2377,Daraz Express (DEX),2025-08-11,2025-08-12,On Time,150,5,1.0
2317,2378,Leopard Courier,2025-08-12,2025-08-14,On Time,150,4,2.0
2318,2379,Leopard Courier,2025-08-11,2025-08-13,On Time,150,3,2.0
2319,2380,Daraz Express (DEX),2025-08-12,2025-08-15,On Time,150,4,3.0
2320,2381,Leopard Courier,2025-08-10,2025-08-15,Delayed,150,1,5.0
2321,2382,Leopard Courier,2025-08-11,2025-08-16,Delayed,150,1,5.0
2322,2383,Daraz Express (DEX),2025-08-13,2025-08-14,On Time,150,5,1.0
2323,2384,Leopard Courier,2025-08-12,2025-08-14,Returned to Sender,150,1,2.0
2324,2385,Daraz Express (DEX),2025-08-13,2025-08-16,On Time,150,4,3.0
2325,2386,TCS,2025-08-13,,Delayed,250,1,
2326,2387,Daraz Express (DEX),2025-08-14,2025-08-15,On Time,150,4,1.0
2327,2388,Daraz Express (DEX),2025-08-13,2025-08-14,On Time,150,4,1.0
2328,2389,Daraz Express (DEX),2025-08-13,,On Time,150,4,
2329,2390,TCS,2025-08-14,2025-08-18,On Time,150,5,4.0
2330,2391,Daraz Express (DEX),2025-08-12,,On Time,150,5,
2331,2392,Daraz Express (DEX),2025-08-13,2025-08-15,On Time,150,4,2.0
2332,2393,Daraz Express (DEX),2025-08-13,2025-08-16,On Time,150,4,3.0
2333,2394,Daraz Express (DEX),2025-08-13,2025-08-14,On Time,150,5,1.0
2334,2395,Daraz Express (DEX),2025-08-15,2025-08-18,On Time,150,4,3.0
2335,2396,TCS,2025-08-14,2025-08-17,On Time,150,5,3.0
2336,2397,Daraz Express (DEX),2025-08-15,2025-08-17,Returned to Sender,150,2,2.0
2337,2398,Daraz Express (DEX),2025-08-15,2025-08-16,Returned to Sender,150,1,1.0
2338,2399,Leopard Courier,2025-08-13,2025-08-17,On Time,150,3,4.0
2339,2400,Leopard Courier,2025-08-14,2025-08-16,On Time,150,4,2.0
2340,2401,Leopard Courier,2025-08-15,2025-08-19,On Time,150,4,4.0
2341,2402,TCS,2025-08-14,2025-08-18,On Time,150,5,4.0
2342,2403,TCS,2025-08-14,2025-08-24,Delayed,250,1,10.0
2343,2404,Daraz Express (DEX),2025-08-16,2025-08-18,On Time,150,4,2.0
2344,2405,Daraz Express (DEX),2025-08-16,2025-08-18,On Time,150,5,2.0
2345,2406,Daraz Express (DEX),2025-08-15,2025-08-18,Returned to Sender,150,1,3.0
2346,2407,Leopard Courier,2025-08-17,2025-08-22,Delayed,150,1,5.0
2347,2408,Daraz Express (DEX),2025-08-16,2025-08-19,On Time,150,4,3.0
2348,2409,TCS,2025-08-15,2025-08-17,On Time,150,4,2.0
2349,2410,Daraz Express (DEX),2025-08-17,2025-08-19,On Time,150,4,2.0
2350,2411,Daraz Express (DEX),2025-08-16,2025-08-17,On Time,150,4,1.0
2351,2412,TCS,2025-08-18,2025-08-21,On Time,150,3,3.0
2352,2413,Daraz Express (DEX),2025-08-18,2025-08-19,On Time,150,4,1.0
2353,2414,Leopard Courier,2025-08-16,2025-08-21,Delayed,150,2,5.0
2354,2415,Daraz Express (DEX),2025-08-19,2025-08-21,On Time,150,5,2.0
2355,2416,TCS,2025-08-18,2025-08-21,On Time,150,5,3.0
2356,2417,Daraz Express (DEX),2025-08-17,2025-08-19,On Time,150,4,2.0
2357,2418,Daraz Express (DEX),2025-08-19,2025-08-22,Returned to Sender,150,1,3.0
2358,2419,TCS,2025-08-18,2025-08-20,On Time,150,4,2.0
2359,2420,Daraz Express (DEX),2025-08-18,2025-08-19,On Time,150,4,1.0
2360,2421,TCS,2025-08-19,2025-08-22,Returned to Sender,150,1,3.0
2361,2422,Daraz Express (DEX),2025-08-17,2025-08-20,On Time,150,5,3.0
2362,2423,TCS,2025-08-18,,On Time,250,3,
2363,2424,Leopard Courier,2025-08-19,2025-08-30,Delayed,250,1,11.0
2364,2425,Leopard Courier,2025-08-18,2025-08-21,Returned to Sender,150,1,3.0
2365,2426,Daraz Express (DEX),2025-08-18,2025-08-19,On Time,150,5,1.0
2366,2427,TCS,2025-08-19,2025-08-20,On Time,150,4,1.0
2367,2428,Daraz Express (DEX),2025-08-19,2025-08-22,On Time,150,4,3.0
2368,2429,TCS,2025-08-19,2025-08-22,On Time,150,5,3.0
2369,2430,Daraz Express (DEX),2025-08-20,2025-08-21,Returned to Sender,150,2,1.0
2370,2431,Daraz Express (DEX),2025-08-20,2025-08-21,On Time,150,4,1.0
2371,2432,TCS,2025-08-18,2025-08-22,On Time,150,4,4.0
2372,2433,TCS,2025-08-19,2025-08-23,On Time,250,4,4.0
2373,2434,Daraz Express (DEX),2025-08-20,2025-08-22,On Time,150,5,2.0
2374,2435,Leopard Courier,2025-08-18,2025-08-21,On Time,150,5,3.0
2375,2436,TCS,2025-08-20,2025-08-24,On Time,250,4,4.0
2376,2437,TCS,2025-08-18,2025-08-21,On Time,150,4,3.0
2377,2438,TCS,2025-08-20,2025-08-24,Returned to Sender,150,2,4.0
2378,2439,Daraz Express (DEX),2025-08-19,2025-08-20,On Time,150,4,1.0
2379,2440,TCS,2025-08-20,2025-08-24,On Time,150,5,4.0
2380,2441,Daraz Express (DEX),2025-08-20,2025-08-21,On Time,150,3,1.0
