order_item_id,order_id,product_id,quantity,unit_price,discount_rate,net_amount,item_cost,net_profit
3293,2071,40,2,350,0.05,665.0,480.0,185.0
3294,2072,14,1,71610,0.05,68029.5,48650.0,19379.5
3295,2073,17,1,3160,0.0,3160.0,2330.0,830.0
3296,2074,10,1,2660,0.0,2660.0,2000.0,660.0
3297,2075,18,1,4080,0.05,3876.0,2830.0,1046.0
3298,2075,29,1,1560,0.0,1560.0,1040.0,520.0
3299,2075,34,1,2080,0.2,1664.0,1500.0,164.0
3300,2075,17,1,3160,0.15,2686.0,2330.0,356.0
3301,2076,39,1,600,0.0,600.0,480.0,120.0
3302,2076,36,1,2070,0.15,1759.5,1680.0,79.5
3303,2076,34,1,2080,0.0,2080.0,1500.0,580.0
3304,2077,19,1,84090,0.2,67272.0,69780.0,-2508.0
3305,2077,36,2,2070,0.0,4140.0,3360.0,780.0
3306,2078,23,2,2690,0.15,4573.0,3580.0,993.0
3307,2079,10,1,2660,0.05,2527.0,2000.0,527.0
3308,2080,12,1,2440,0.0,2440.0,1830.0,610.0
3309,2080,13,1,58360,0.0,58360.0,42390.0,15970.0
3310,2080,39,2,600,0.05,1140.0,960.0,180.0
3311,2081,20,1,110370,0.0,110370.0,88720.0,21650.0
3312,2082,33,1,13050,0.0,13050.0,9860.0,3190.0
3313,2083,23,1,2690,0.1,2421.0,1790.0,631.0
3314,2083,29,1,1560,0.0,1560.0,1040.0,520.0
3315,2083,26,1,5570,0.0,5570.0,4560.0,1010.0
3316,2084,37,1,590,0.0,590.0,490.0,100.0
3317,2084,3,1,31300,0.0,31300.0,26070.0,5230.0
3318,2084,8,1,43370,0.05,41201.5,31940.0,9261.5
3319,2085,38,1,1700,0.0,1700.0,1130.0,570.0
3320,2086,1,1,30310,0.0,30310.0,23130.0,7180.0
3321,2087,6,1,56540,0.2,45232.0,46470.0,-1238.0
3322,2088,21,1,115850,0.0,115850.0,90810.0,25040.0
3323,2088,42,1,270,0.0,270.0,210.0,60.0
3324,2088,16,1,12250,0.0,12250.0,9490.0,2760.0
3325,2088,4,1,25790,0.05,24500.5,18680.0,5820.5
3326,2089,20,1,110370,0.0,110370.0,88720.0,21650.0
3327,2090,27,2,3180,0.0,6360.0,5320.0,1040.0
3328,2091,33,1,13050,0.0,13050.0,9860.0,3190.0
3329,2092,33,1,13050,0.05,12397.5,9860.0,2537.5
3330,2093,39,1,600,0.15,510.0,480.0,30.0
3331,2094,39,1,600,0.0,600.0,480.0,120.0
3332,2095,35,2,1130,0.0,2260.0,1760.0,500.0
3333,2095,36,1,2070,0.0,2070.0,1680.0,390.0
3334,2095,25,1,3460,0.05,3287.0,2890.0,397.0
3335,2096,22,1,2420,0.0,2420.0,1660.0,760.0
3336,2097,23,1,2690,0.0,2690.0,1790.0,900.0
3337,2098,38,1,1700,0.0,1700.0,1130.0,570.0
3338,2099,31,2,13640,0.05,25916.0,22880.0,3036.0
3339,2099,7,1,30170,0.1,27153.0,23470.0,3683.0
3340,2100,9,1,790,0.0,790.0,620.0,170.0
3341,2100,24,1,2530,0.0,2530.0,1950.0,580.0
3342,2100,3,1,31300,0.2,25040.0,26070.0,-1030.0
3343,2101,17,1,3160,0.15,2686.0,2330.0,356.0
3344,2101,3,2,31300,0.2,50080.0,52140.0,-2060.0
3345,2101,41,1,1350,0.0,1350.0,900.0,450.0
3346,2102,4,1,25790,0.1,23211.0,18680.0,4531.0
3347,2103,28,1,1680,0.0,1680.0,1350.0,330.0
3348,2104,8,1,43370,0.0,43370.0,31940.0,11430.0
3349,2104,14,2,71610,0.2,114576.0,97300.0,17276.0
3350,2105,29,1,1560,0.0,1560.0,1040.0,520.0
3351,2106,24,2,2530,0.0,5060.0,3900.0,1160.0
3352,2106,34,1,2080,0.15,1768.0,1500.0,268.0
3353,2106,28,2,1680,0.2,2688.0,2700.0,-12.0
3354,2107,1,1,30310,0.0,30310.0,23130.0,7180.0
3355,2108,22,1,2420,0.05,2299.0,1660.0,639.0
3356,2109,2,1,42320,0.15,35972.0,29130.0,6842.0
3357,2110,3,1,31300,0.05,29735.0,26070.0,3665.0
3358,2111,2,1,42320,0.1,38088.0,29130.0,8958.0
3359,2112,40,1,350,0.0,350.0,240.0,110.0
3360,2112,30,1,1520,0.0,1520.0,1200.0,320.0
3361,2113,8,2,43370,0.0,86740.0,63880.0,22860.0
3362,2114,10,1,2660,0.05,2527.0,2000.0,527.0
3363,2114,4,2,25790,0.0,51580.0,37360.0,14220.0
3364,2115,7,1,30170,0.0,30170.0,23470.0,6700.0
3365,2115,11,1,1350,0.1,1215.0,990.0,225.0
3366,2116,6,1,56540,0.1,50886.0,46470.0,4416.0
3367,2117,19,1,84090,0.05,79885.5,69780.0,10105.5
3368,2118,35,1,1130,0.0,1130.0,880.0,250.0
3369,2119,4,1,25790,0.1,23211.0,18680.0,4531.0
3370,2119,21,2,115850,0.0,231700.0,181620.0,50080.0
3371,2119,9,1,790,0.05,750.5,620.0,130.5
3372,2120,42,1,270,0.0,270.0,210.0,60.0
3373,2121,40,1,350,0.1,315.0,240.0,75.0
3374,2122,9,1,790,0.05,750.5,620.0,130.5
3375,2123,28,2,1680,0.05,3192.0,2700.0,492.0
3376,2124,8,1,43370,0.1,39033.0,31940.0,7093.0
3377,2125,23,1,2690,0.0,2690.0,1790.0,900.0
3378,2126,42,1,270,0.0,270.0,210.0,60.0
3379,2127,29,1,1560,0.0,1560.0,1040.0,520.0
3380,2128,20,1,110370,0.05,104851.5,88720.0,16131.5
3381,2129,15,1,39400,0.05,37430.0,30030.0,7400.0
3382,2130,1,1,30310,0.0,30310.0,23130.0,7180.0
3383,2131,17,1,3160,0.1,2844.0,2330.0,514.0
3384,2132,34,2,2080,0.0,4160.0,3000.0,1160.0
3385,2132,41,2,1350,0.05,2565.0,1800.0,765.0
3386,2132,3,1,31300,0.1,28170.0,26070.0,2100.0
3387,2132,6,1,56540,0.1,50886.0,46470.0,4416.0
3388,2133,34,1,2080,0.0,2080.0,1500.0,580.0
3389,2134,15,2,39400,0.0,78800.0,60060.0,18740.0
3390,2134,5,1,28150,0.05,26742.5,22780.0,3962.5
3391,2134,32,1,14930,0.1,13437.0,10030.0,3407.0
3392,2135,39,1,600,0.0,600.0,480.0,120.0
3393,2136,17,1,3160,0.1,2844.0,2330.0,514.0
3394,2136,2,1,42320,0.1,38088.0,29130.0,8958.0
3395,2136,33,2,13050,0.15,22185.0,19720.0,2465.0
3396,2137,21,1,115850,0.0,115850.0,90810.0,25040.0
3397,2137,6,1,56540,0.0,56540.0,46470.0,10070.0
3398,2137,28,1,1680,0.05,1596.0,1350.0,246.0
3399,2138,25,1,3460,0.0,3460.0,2890.0,570.0
3400,2139,17,1,3160,0.0,3160.0,2330.0,830.0
3401,2140,25,1,3460,0.1,3114.0,2890.0,224.0
3402,2140,35,1,1130,0.0,1130.0,880.0,250.0
3403,2141,40,1,350,0.1,315.0,240.0,75.0
3404,2142,29,1,1560,0.05,1482.0,1040.0,442.0
3405,2143,9,1,790,0.05,750.5,620.0,130.5
3406,2144,26,1,5570,0.0,5570.0,4560.0,1010.0
3407,2145,40,1,350,0.0,350.0,240.0,110.0
3408,2145,27,1,3180,0.0,3180.0,2660.0,520.0
3409,2145,32,1,14930,0.15,12690.5,10030.0,2660.5
3410,2146,24,2,2530,0.0,5060.0,3900.0,1160.0
3411,2146,13,2,58360,0.0,116720.0,84780.0,31940.0
3412,2147,23,1,2690,0.1,2421.0,1790.0,631.0
3413,2147,40,1,350,0.0,350.0,240.0,110.0
3414,2148,15,1,39400,0.0,39400.0,30030.0,9370.0
3415,2148,1,1,30310,0.0,30310.0,23130.0,7180.0
3416,2149,1,1,30310,0.05,28794.5,23130.0,5664.5
3417,2149,32,1,14930,0.0,14930.0,10030.0,4900.0
3418,2150,39,2,600,0.05,1140.0,960.0,180.0
3419,2150,7,1,30170,0.0,30170.0,23470.0,6700.0
3420,2151,5,1,28150,0.1,25335.0,22780.0,2555.0
3421,2152,33,1,13050,0.2,10440.0,9860.0,580.0
3422,2153,38,2,1700,0.0,3400.0,2260.0,1140.0
3423,2154,11,1,1350,0.0,1350.0,990.0,360.0
3424,2154,32,1,14930,0.1,13437.0,10030.0,3407.0
3425,2155,12,1,2440,0.0,2440.0,1830.0,610.0
3426,2156,9,1,790,0.0,790.0,620.0,170.0
3427,2156,40,1,350,0.0,350.0,240.0,110.0
3428,2157,21,2,115850,0.05,220115.0,181620.0,38495.0
3429,2158,26,1,5570,0.05,5291.5,4560.0,731.5
3430,2158,6,1,56540,0.1,50886.0,46470.0,4416.0
3431,2158,17,1,3160,0.0,3160.0,2330.0,830.0
3432,2158,42,1,270,0.2,216.0,210.0,6.0
3433,2159,21,1,115850,0.0,115850.0,90810.0,25040.0
3434,2160,4,2,25790,0.0,51580.0,37360.0,14220.0
3435,2161,10,1,2660,0.0,2660.0,2000.0,660.0
3436,2162,26,1,5570,0.05,5291.5,4560.0,731.5
3437,2162,33,1,13050,0.0,13050.0,9860.0,3190.0
3438,2163,31,2,13640,0.1,24552.0,22880.0,1672.0
3439,2164,41,1,1350,0.0,1350.0,900.0,450.0
3440,2164,20,1,110370,0.1,99333.0,88720.0,10613.0
3441,2164,15,1,39400,0.0,39400.0,30030.0,9370.0
3442,2165,34,1,2080,0.0,2080.0,1500.0,580.0
3443,2166,17,1,3160,0.0,3160.0,2330.0,830.0
3444,2167,18,1,4080,0.05,3876.0,2830.0,1046.0
3445,2167,20,1,110370,0.05,104851.5,88720.0,16131.5
3446,2167,36,1,2070,0.0,2070.0,1680.0,390.0
3447,2168,28,1,1680,0.15,1428.0,1350.0,78.0
3448,2168,21,1,115850,0.05,110057.5,90810.0,19247.5
3449,2169,20,1,110370,0.0,110370.0,88720.0,21650.0
3450,2170,9,1,790,0.0,790.0,620.0,170.0
3451,2170,34,1,2080,0.05,1976.0,1500.0,476.0
3452,2170,23,1,2690,0.0,2690.0,1790.0,900.0
3453,2170,20,1,110370,0.15,93814.5,88720.0,5094.5
3454,2171,9,1,790,0.1,711.0,620.0,91.0
3455,2171,4,3,25790,0.15,65764.5,56040.0,9724.5
3456,2172,23,1,2690,0.0,2690.0,1790.0,900.0
3457,2173,1,1,30310,0.0,30310.0,23130.0,7180.0
3458,2174,25,1,3460,0.2,2768.0,2890.0,-122.0
3459,2175,42,1,270,0.05,256.5,210.0,46.5
3460,2175,3,1,31300,0.0,31300.0,26070.0,5230.0
3461,2176,17,2,3160,0.0,6320.0,4660.0,1660.0
3462,2177,9,1,790,0.0,790.0,620.0,170.0
3463,2178,8,1,43370,0.15,36864.5,31940.0,4924.5
3464,2179,14,1,71610,0.1,64449.0,48650.0,15799.0
3465,2179,31,1,13640,0.15,11594.0,11440.0,154.0
3466,2180,33,1,13050,0.0,13050.0,9860.0,3190.0
3467,2180,1,1,30310,0.2,24248.0,23130.0,1118.0
3468,2181,7,1,30170,0.05,28661.5,23470.0,5191.5
3469,2181,13,1,58360,0.05,55442.0,42390.0,13052.0
3470,2182,30,1,1520,0.1,1368.0,1200.0,168.0
3471,2182,33,2,13050,0.15,22185.0,19720.0,2465.0
3472,2183,4,1,25790,0.0,25790.0,18680.0,7110.0
3473,2184,10,1,2660,0.05,2527.0,2000.0,527.0
3474,2184,18,1,4080,0.05,3876.0,2830.0,1046.0
3475,2185,39,2,600,0.05,1140.0,960.0,180.0
3476,2186,13,1,58360,0.1,52524.0,42390.0,10134.0
3477,2187,30,1,1520,0.15,1292.0,1200.0,92.0
3478,2188,14,1,71610,0.2,57288.0,48650.0,8638.0
3479,2189,28,1,1680,0.0,1680.0,1350.0,330.0
3480,2190,17,1,3160,0.1,2844.0,2330.0,514.0
3481,2191,25,1,3460,0.0,3460.0,2890.0,570.0
3482,2191,28,1,1680,0.0,1680.0,1350.0,330.0
3483,2192,24,1,2530,0.05,2403.5,1950.0,453.5
3484,2193,31,3,13640,0.0,40920.0,34320.0,6600.0
3485,2193,24,1,2530,0.1,2277.0,1950.0,327.0
3486,2194,41,1,1350,0.05,1282.5,900.0,382.5
3487,2195,32,1,14930,0.0,14930.0,10030.0,4900.0
3488,2196,35,2,1130,0.15,1921.0,1760.0,161.0
3489,2197,41,1,1350,0.1,1215.0,900.0,315.0
3490,2197,23,1,2690,0.15,2286.5,1790.0,496.5
3491,2197,33,1,13050,0.0,13050.0,9860.0,3190.0
3492,2198,15,1,39400,0.0,39400.0,30030.0,9370.0
3493,2199,34,1,2080,0.0,2080.0,1500.0,580.0
3494,2200,22,1,2420,0.0,2420.0,1660.0,760.0
3495,2200,25,1,3460,0.0,3460.0,2890.0,570.0
3496,2201,28,2,1680,0.1,3024.0,2700.0,324.0
3497,2202,31,1,13640,0.0,13640.0,11440.0,2200.0
3498,2203,25,1,3460,0.05,3287.0,2890.0,397.0
3499,2204,23,1,2690,0.05,2555.5,1790.0,765.5
3500,2205,41,1,1350,0.1,1215.0,900.0,315.0
3501,2205,39,1,600,0.1,540.0,480.0,60.0
3502,2206,18,1,4080,0.0,4080.0,2830.0,1250.0
3503,2207,31,1,13640,0.1,12276.0,11440.0,836.0
3504,2208,6,1,56540,0.0,56540.0,46470.0,10070.0
3505,2208,7,1,30170,0.0,30170.0,23470.0,6700.0
3506,2208,19,1,84090,0.05,79885.5,69780.0,10105.5
3507,2209,32,2,14930,0.0,29860.0,20060.0,9800.0
3508,2210,39,1,600,0.0,600.0,480.0,120.0
3509,2211,20,2,110370,0.0,220740.0,177440.0,43300.0
3510,2211,42,1,270,0.0,270.0,210.0,60.0
3511,2211,32,2,14930,0.0,29860.0,20060.0,9800.0
3512,2212,4,1,25790,0.0,25790.0,18680.0,7110.0
3513,2212,6,1,56540,0.0,56540.0,46470.0,10070.0
3514,2213,10,1,2660,0.0,2660.0,2000.0,660.0
3515,2213,31,1,13640,0.0,13640.0,11440.0,2200.0
3516,2214,29,1,1560,0.1,1404.0,1040.0,364.0
3517,2215,19,1,84090,0.05,79885.5,69780.0,10105.5
3518,2216,41,1,1350,0.0,1350.0,900.0,450.0
3519,2217,42,1,270,0.05,256.5,210.0,46.5
3520,2218,16,3,12250,0.05,34912.5,28470.0,6442.5
3521,2218,7,1,30170,0.1,27153.0,23470.0,3683.0
3522,2219,26,1,5570,0.1,5013.0,4560.0,453.0
3523,2220,19,2,84090,0.05,159771.0,139560.0,20211.0
3524,2221,7,1,30170,0.0,30170.0,23470.0,6700.0
3525,2222,21,1,115850,0.1,104265.0,90810.0,13455.0
3526,2223,19,1,84090,0.15,71476.5,69780.0,1696.5
3527,2224,17,1,3160,0.0,3160.0,2330.0,830.0
3528,2225,22,1,2420,0.0,2420.0,1660.0,760.0
3529,2225,2,1,42320,0.0,42320.0,29130.0,13190.0
3530,2225,26,1,5570,0.0,5570.0,4560.0,1010.0
3531,2226,27,1,3180,0.0,3180.0,2660.0,520.0
3532,2226,36,1,2070,0.15,1759.5,1680.0,79.5
3533,2226,24,1,2530,0.1,2277.0,1950.0,327.0
3534,2226,13,1,58360,0.0,58360.0,42390.0,15970.0
3535,2227,7,1,30170,0.0,30170.0,23470.0,6700.0
3536,2228,24,1,2530,0.05,2403.5,1950.0,453.5
3537,2229,10,1,2660,0.0,2660.0,2000.0,660.0
3538,2229,40,1,350,0.0,350.0,240.0,110.0
3539,2230,29,1,1560,0.0,1560.0,1040.0,520.0
3540,2230,24,1,2530,0.0,2530.0,1950.0,580.0
3541,2230,31,1,13640,0.0,13640.0,11440.0,2200.0
3542,2230,19,2,84090,0.0,168180.0,139560.0,28620.0
3543,2231,34,1,2080,0.05,1976.0,1500.0,476.0
3544,2232,36,2,2070,0.0,4140.0,3360.0,780.0
3545,2232,22,1,2420,0.2,1936.0,1660.0,276.0
3546,2233,35,1,1130,0.15,960.5,880.0,80.5
3547,2234,16,2,12250,0.0,24500.0,18980.0,5520.0
3548,2235,27,2,3180,0.15,5406.0,5320.0,86.0
3549,2236,22,1,2420,0.15,2057.0,1660.0,397.0
3550,2236,40,1,350,0.05,332.5,240.0,92.5
3551,2237,12,1,2440,0.0,2440.0,1830.0,610.0
3552,2238,21,1,115850,0.0,115850.0,90810.0,25040.0
3553,2238,31,1,13640,0.15,11594.0,11440.0,154.0
3554,2239,31,1,13640,0.0,13640.0,11440.0,2200.0
3555,2239,14,1,71610,0.05,68029.5,48650.0,19379.5
3556,2240,26,1,5570,0.0,5570.0,4560.0,1010.0
3557,2240,36,1,2070,0.05,1966.5,1680.0,286.5
3558,2241,39,1,600,0.1,540.0,480.0,60.0
3559,2242,13,1,58360,0.0,58360.0,42390.0,15970.0
3560,2242,10,1,2660,0.0,2660.0,2000.0,660.0
3561,2242,35,1,1130,0.1,1017.0,880.0,137.0
3562,2243,28,1,1680,0.05,1596.0,1350.0,246.0
3563,2243,13,1,58360,0.0,58360.0,42390.0,15970.0
3564,2243,14,1,71610,0.05,68029.5,48650.0,19379.5
3565,2243,42,1,270,0.05,256.5,210.0,46.5
3566,2244,1,1,30310,0.1,27279.0,23130.0,4149.0
3567,2244,22,1,2420,0.2,1936.0,1660.0,276.0
3568,2244,3,1,31300,0.2,25040.0,26070.0,-1030.0
3569,2245,9,1,790,0.0,790.0,620.0,170.0
3570,2245,33,1,13050,0.05,12397.5,9860.0,2537.5
3571,2245,24,1,2530,0.05,2403.5,1950.0,453.5
3572,2245,6,1,56540,0.05,53713.0,46470.0,7243.0
3573,2246,16,1,12250,0.0,12250.0,9490.0,2760.0
3574,2247,33,1,13050,0.0,13050.0,9860.0,3190.0
3575,2247,3,1,31300,0.0,31300.0,26070.0,5230.0
3576,2247,2,3,42320,0.05,120612.0,87390.0,33222.0
3577,2248,4,1,25790,0.0,25790.0,18680.0,7110.0
3578,2249,40,1,350,0.2,280.0,240.0,40.0
3579,2250,8,2,43370,0.1,78066.0,63880.0,14186.0
3580,2251,29,1,1560,0.05,1482.0,1040.0,442.0
3581,2251,18,1,4080,0.05,3876.0,2830.0,1046.0
3582,2251,6,1,56540,0.0,56540.0,46470.0,10070.0
3583,2252,21,1,115850,0.05,110057.5,90810.0,19247.5
3584,2252,36,1,2070,0.05,1966.5,1680.0,286.5
3585,2252,10,1,2660,0.05,2527.0,2000.0,527.0
3586,2253,27,1,3180,0.0,3180.0,2660.0,520.0
3587,2254,9,1,790,0.2,632.0,620.0,12.0
3588,2254,20,2,110370,0.05,209703.0,177440.0,32263.0
3589,2254,37,1,590,0.0,590.0,490.0,100.0
3590,2254,28,1,1680,0.0,1680.0,1350.0,330.0
3591,2255,29,1,1560,0.0,1560.0,1040.0,520.0
3592,2256,20,1,110370,0.0,110370.0,88720.0,21650.0
3593,2256,23,1,2690,0.05,2555.5,1790.0,765.5
3594,2257,24,1,2530,0.05,2403.5,1950.0,453.5
3595,2258,17,1,3160,0.05,3002.0,2330.0,672.0
3596,2259,12,1,2440,0.05,2318.0,1830.0,488.0
3597,2259,29,1,1560,0.05,1482.0,1040.0,442.0
3598,2260,6,1,56540,0.05,53713.0,46470.0,7243.0
3599,2260,35,1,1130,0.0,1130.0,880.0,250.0
3600,2260,32,1,14930,0.1,13437.0,10030.0,3407.0
3601,2261,22,1,2420,0.05,2299.0,1660.0,639.0
3602,2262,7,2,30170,0.0,60340.0,46940.0,13400.0
3603,2263,7,1,30170,0.0,30170.0,23470.0,6700.0
3604,2264,29,1,1560,0.15,1326.0,1040.0,286.0
3605,2265,18,1,4080,0.1,3672.0,2830.0,842.0
3606,2266,35,1,1130,0.05,1073.5,880.0,193.5
3607,2267,24,1,2530,0.05,2403.5,1950.0,453.5
3608,2268,39,1,600,0.1,540.0,480.0,60.0
3609,2269,13,1,58360,0.05,55442.0,42390.0,13052.0
3610,2270,8,1,43370,0.0,43370.0,31940.0,11430.0
3611,2270,23,1,2690,0.0,2690.0,1790.0,900.0
3612,2271,42,1,270,0.1,243.0,210.0,33.0
3613,2271,20,1,110370,0.05,104851.5,88720.0,16131.5
3614,2272,4,1,25790,0.15,21921.5,18680.0,3241.5
3615,2272,17,1,3160,0.0,3160.0,2330.0,830.0
3616,2273,21,1,115850,0.1,104265.0,90810.0,13455.0
3617,2274,36,1,2070,0.05,1966.5,1680.0,286.5
3618,2275,27,1,3180,0.0,3180.0,2660.0,520.0
3619,2275,31,1,13640,0.0,13640.0,11440.0,2200.0
3620,2276,29,1,1560,0.0,1560.0,1040.0,520.0
3621,2277,25,1,3460,0.2,2768.0,2890.0,-122.0
3622,2277,12,1,2440,0.0,2440.0,1830.0,610.0
3623,2278,10,1,2660,0.0,2660.0,2000.0,660.0
3624,2279,22,1,2420,0.05,2299.0,1660.0,639.0
3625,2280,21,1,115850,0.0,115850.0,90810.0,25040.0
3626,2280,31,1,13640,0.15,11594.0,11440.0,154.0
3627,2280,26,1,5570,0.05,5291.5,4560.0,731.5
3628,2281,37,1,590,0.1,531.0,490.0,41.0
3629,2282,30,1,1520,0.0,1520.0,1200.0,320.0
3630,2283,32,1,14930,0.0,14930.0,10030.0,4900.0
3631,2284,9,1,790,0.0,790.0,620.0,170.0
3632,2285,16,2,12250,0.1,22050.0,18980.0,3070.0
3633,2286,22,1,2420,0.0,2420.0,1660.0,760.0
3634,2287,21,1,115850,0.15,98472.5,90810.0,7662.5
3635,2288,35,1,1130,0.0,1130.0,880.0,250.0
3636,2289,31,1,13640,0.0,13640.0,11440.0,2200.0
3637,2289,18,2,4080,0.0,8160.0,5660.0,2500.0
3638,2290,42,2,270,0.0,540.0,420.0,120.0
3639,2291,34,1,2080,0.0,2080.0,1500.0,580.0
3640,2291,42,1,270,0.0,270.0,210.0,60.0
3641,2291,6,1,56540,0.05,53713.0,46470.0,7243.0
3642,2292,15,2,39400,0.0,78800.0,60060.0,18740.0
3643,2293,8,1,43370,0.0,43370.0,31940.0,11430.0
3644,2294,18,1,4080,0.15,3468.0,2830.0,638.0
3645,2294,19,1,84090,0.0,84090.0,69780.0,14310.0
3646,2295,11,1,1350,0.0,1350.0,990.0,360.0
3647,2295,32,1,14930,0.0,14930.0,10030.0,4900.0
3648,2295,9,3,790,0.0,2370.0,1860.0,510.0
3649,2295,26,1,5570,0.0,5570.0,4560.0,1010.0
3650,2296,40,1,350,0.0,350.0,240.0,110.0
3651,2297,16,1,12250,0.1,11025.0,9490.0,1535.0
3652,2298,39,1,600,0.15,510.0,480.0,30.0
3653,2298,32,1,14930,0.15,12690.5,10030.0,2660.5
3654,2298,10,1,2660,0.2,2128.0,2000.0,128.0
3655,2299,42,1,270,0.0,270.0,210.0,60.0
3656,2300,1,1,30310,0.0,30310.0,23130.0,7180.0
3657,2300,12,1,2440,0.1,2196.0,1830.0,366.0
3658,2301,2,1,42320,0.0,42320.0,29130.0,13190.0
3659,2302,42,1,270,0.05,256.5,210.0,46.5
3660,2302,1,1,30310,0.0,30310.0,23130.0,7180.0
3661,2303,21,1,115850,0.15,98472.5,90810.0,7662.5
3662,2303,38,1,1700,0.15,1445.0,1130.0,315.0
3663,2304,21,3,115850,0.1,312795.0,272430.0,40365.0
3664,2304,13,1,58360,0.1,52524.0,42390.0,10134.0
3665,2305,35,1,1130,0.1,1017.0,880.0,137.0
3666,2306,42,1,270,0.0,270.0,210.0,60.0
3667,2306,23,1,2690,0.0,2690.0,1790.0,900.0
3668,2306,10,1,2660,0.0,2660.0,2000.0,660.0
3669,2307,15,1,39400,0.0,39400.0,30030.0,9370.0
3670,2308,5,1,28150,0.0,28150.0,22780.0,5370.0
3671,2309,33,1,13050,0.0,13050.0,9860.0,3190.0
3672,2310,38,1,1700,0.0,1700.0,1130.0,570.0
3673,2311,16,1,12250,0.1,11025.0,9490.0,1535.0
3674,2312,12,1,2440,0.05,2318.0,1830.0,488.0
3675,2312,37,1,590,0.05,560.5,490.0,70.5
3676,2313,1,1,30310,0.2,24248.0,23130.0,1118.0
3677,2314,3,1,31300,0.0,31300.0,26070.0,5230.0
3678,2314,29,1,1560,0.0,1560.0,1040.0,520.0
3679,2315,7,1,30170,0.1,27153.0,23470.0,3683.0
3680,2316,34,1,2080,0.0,2080.0,1500.0,580.0
3681,2317,22,1,2420,0.0,2420.0,1660.0,760.0
3682,2318,36,1,2070,0.05,1966.5,1680.0,286.5
3683,2319,2,1,42320,0.05,40204.0,29130.0,11074.0
3684,2320,30,1,1520,0.0,1520.0,1200.0,320.0
3685,2321,30,1,1520,0.15,1292.0,1200.0,92.0
3686,2322,16,1,12250,0.05,11637.5,9490.0,2147.5
3687,2322,4,1,25790,0.0,25790.0,18680.0,7110.0
3688,2323,22,1,2420,0.0,2420.0,1660.0,760.0
3689,2323,33,3,13050,0.0,39150.0,29580.0,9570.0
3690,2324,3,2,31300,0.15,53210.0,52140.0,1070.0
3691,2324,27,1,3180,0.05,3021.0,2660.0,361.0
3692,2325,42,1,270,0.0,270.0,210.0,60.0
3693,2326,16,2,12250,0.0,24500.0,18980.0,5520.0
3694,2327,5,2,28150,0.1,50670.0,45560.0,5110.0
3695,2328,24,1,2530,0.05,2403.5,1950.0,453.5
3696,2329,8,1,43370,0.05,41201.5,31940.0,9261.5
3697,2330,10,1,2660,0.0,2660.0,2000.0,660.0
3698,2330,8,1,43370,0.15,36864.5,31940.0,4924.5
3699,2331,3,1,31300,0.0,31300.0,26070.0,5230.0
3700,2332,35,2,1130,0.0,2260.0,1760.0,500.0
3701,2333,33,2,13050,0.0,26100.0,19720.0,6380.0
3702,2334,5,1,28150,0.05,26742.5,22780.0,3962.5
3703,2335,34,1,2080,0.0,2080.0,1500.0,580.0
3704,2335,6,1,56540,0.0,56540.0,46470.0,10070.0
3705,2335,25,3,3460,0.1,9342.0,8670.0,672.0
3706,2335,22,1,2420,0.0,2420.0,1660.0,760.0
3707,2336,32,2,14930,0.0,29860.0,20060.0,9800.0
3708,2336,8,2,43370,0.0,86740.0,63880.0,22860.0
3709,2336,40,1,350,0.0,350.0,240.0,110.0
3710,2337,20,1,110370,0.15,93814.5,88720.0,5094.5
3711,2337,18,1,4080,0.0,4080.0,2830.0,1250.0
3712,2338,11,1,1350,0.1,1215.0,990.0,225.0
3713,2338,1,2,30310,0.15,51527.0,46260.0,5267.0
3714,2339,38,1,1700,0.0,1700.0,1130.0,570.0
3715,2340,34,1,2080,0.05,1976.0,1500.0,476.0
3716,2341,37,1,590,0.0,590.0,490.0,100.0
3717,2342,25,1,3460,0.0,3460.0,2890.0,570.0
3718,2342,4,2,25790,0.0,51580.0,37360.0,14220.0
3719,2343,40,1,350,0.0,350.0,240.0,110.0
3720,2343,32,1,14930,0.0,14930.0,10030.0,4900.0
3721,2344,31,1,13640,0.0,13640.0,11440.0,2200.0
3722,2344,36,1,2070,0.1,1863.0,1680.0,183.0
3723,2345,16,2,12250,0.05,23275.0,18980.0,4295.0
3724,2345,1,1,30310,0.0,30310.0,23130.0,7180.0
3725,2346,16,1,12250,0.0,12250.0,9490.0,2760.0
3726,2347,9,1,790,0.0,790.0,620.0,170.0
3727,2347,12,1,2440,0.0,2440.0,1830.0,610.0
3728,2348,16,1,12250,0.2,9800.0,9490.0,310.0
3729,2349,17,1,3160,0.15,2686.0,2330.0,356.0
3730,2350,31,1,13640,0.0,13640.0,11440.0,2200.0
3731,2351,21,1,115850,0.0,115850.0,90810.0,25040.0
3732,2351,34,1,2080,0.1,1872.0,1500.0,372.0
3733,2352,28,1,1680,0.0,1680.0,1350.0,330.0
3734,2352,31,1,13640,0.0,13640.0,11440.0,2200.0
3735,2352,33,1,13050,0.0,13050.0,9860.0,3190.0
3736,2353,6,2,56540,0.0,113080.0,92940.0,20140.0
3737,2353,5,1,28150,0.0,28150.0,22780.0,5370.0
3738,2353,11,1,1350,0.1,1215.0,990.0,225.0
3739,2354,2,1,42320,0.1,38088.0,29130.0,8958.0
3740,2355,36,1,2070,0.0,2070.0,1680.0,390.0
3741,2355,22,1,2420,0.05,2299.0,1660.0,639.0
