delivery_id,order_id,courier_partner,shipment_date,delivery_date,delivery_status,delivery_charges,customer_rating
1073,1102,TCS,2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,4
1074,1103,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,4
1075,1104,Daraz Express (DEX),2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,5
1076,1105,TCS,2025-03-03 00:00:00,2025-03-07 00:00:00,On Time,150,4
1077,1106,Leopard Courier,2025-03-02 00:00:00,2025-03-06 00:00:00,On Time,250,4
1078,1107,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-06 00:00:00,On Time,150,4
1079,1108,Leopard Courier,2025-03-02 00:00:00,2025-03-04 00:00:00,On Time,150,4
1080,1109,TCS,2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,4
1081,1110,TCS,2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,4
1082,1111,Daraz Express (DEX),2025-03-03 00:00:00,2025-03-05 00:00:00,On Time,150,4
1083,1112,Leopard Courier,2025-03-04 00:00:00,2025-03-06 00:00:00,Returned to Sender,150,1
1084,1113,TCS,2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,5
1085,1114,Daraz Express (DEX),2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,5
1086,1115,Daraz Express (DEX),2025-03-05 00:00:00,,On Time,150,4
1087,1116,Daraz Express (DEX),2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,5
1088,1117,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-07 00:00:00,On Time,150,4
1089,1118,Daraz Express (DEX),2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,4
1090,1119,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,4
1091,1120,TCS,2025-03-04 00:00:00,2025-03-06 00:00:00,On Time,150,5
1092,1121,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-07 00:00:00,On Time,150,4
1093,1122,Leopard Courier,2025-03-04 00:00:00,2025-03-15 00:00:00,Delayed,250,1
1094,1123,TCS,2025-03-03 00:00:00,2025-03-04 00:00:00,On Time,150,4
1095,1124,Daraz Express (DEX),2025-03-03 00:00:00,2025-03-05 00:00:00,On Time,250,4
1096,1126,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-08 00:00:00,Returned to Sender,150,1
1097,1127,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,4
1098,1128,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-07 00:00:00,On Time,150,4
1099,1129,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-06 00:00:00,On Time,150,4
1100,1130,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-07 00:00:00,On Time,150,4
1101,1131,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-06 00:00:00,Returned to Sender,150,1
1102,1132,Leopard Courier,2025-03-04 00:00:00,2025-03-10 00:00:00,On Time,250,5
1103,1133,TCS,2025-03-05 00:00:00,2025-03-08 00:00:00,Returned to Sender,150,2
1104,1134,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,4
1105,1136,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-08 00:00:00,On Time,150,4
1106,1137,Daraz Express (DEX),2025-03-04 00:00:00,2025-03-05 00:00:00,On Time,150,4
1107,1138,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-08 00:00:00,On Time,150,5
1108,1139,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-06 00:00:00,On Time,150,5
1109,1140,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-07 00:00:00,On Time,150,5
1110,1141,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-07 00:00:00,On Time,150,5
1111,1142,Leopard Courier,2025-03-06 00:00:00,2025-03-10 00:00:00,Returned to Sender,150,1
1112,1143,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-09 00:00:00,On Time,150,5
1113,1144,TCS,2025-03-07 00:00:00,2025-03-10 00:00:00,On Time,150,5
1114,1145,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-08 00:00:00,On Time,150,5
1115,1146,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-09 00:00:00,On Time,150,4
1116,1147,TCS,2025-03-05 00:00:00,2025-03-12 00:00:00,On Time,250,5
1117,1148,Daraz Express (DEX),2025-03-07 00:00:00,2025-03-10 00:00:00,On Time,150,4
1118,1149,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-06 00:00:00,Returned to Sender,150,1
1119,1150,Daraz Express (DEX),2025-03-05 00:00:00,2025-03-07 00:00:00,On Time,150,4
1120,1151,TCS,2025-03-08 00:00:00,2025-03-10 00:00:00,On Time,150,4
1121,1152,Leopard Courier,2025-03-08 00:00:00,2025-03-12 00:00:00,Returned to Sender,150,1
1122,1153,TCS,2025-03-07 00:00:00,2025-03-10 00:00:00,On Time,150,4
1123,1154,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-07 00:00:00,On Time,150,4
1124,1155,TCS,2025-03-08 00:00:00,2025-03-13 00:00:00,On Time,250,5
1125,1156,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-11 00:00:00,On Time,150,5
1126,1157,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,On Time,150,3
1127,1158,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,On Time,150,5
1128,1159,TCS,2025-03-07 00:00:00,2025-03-08 00:00:00,On Time,150,4
1129,1160,Daraz Express (DEX),2025-03-06 00:00:00,2025-03-08 00:00:00,On Time,150,4
1130,1161,TCS,2025-03-08 00:00:00,2025-03-17 00:00:00,Delayed,250,1
1131,1162,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,On Time,150,5
1132,1163,Leopard Courier,2025-03-07 00:00:00,2025-03-12 00:00:00,Delayed,150,2
1133,1164,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-11 00:00:00,Returned to Sender,150,2
1134,1165,Leopard Courier,2025-03-07 00:00:00,2025-03-11 00:00:00,On Time,150,4
1135,1166,TCS,2025-03-09 00:00:00,2025-03-10 00:00:00,On Time,150,5
1136,1167,Daraz Express (DEX),2025-03-07 00:00:00,2025-03-08 00:00:00,Returned to Sender,150,2
1137,1168,Leopard Courier,2025-03-07 00:00:00,2025-03-12 00:00:00,Delayed,150,1
1138,1169,TCS,2025-03-07 00:00:00,2025-03-08 00:00:00,On Time,150,4
1139,1170,TCS,2025-03-08 00:00:00,2025-03-11 00:00:00,On Time,150,4
1140,1171,Leopard Courier,2025-03-08 00:00:00,2025-03-16 00:00:00,Delayed,250,2
1141,1172,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,Returned to Sender,150,2
1142,1173,Daraz Express (DEX),2025-03-09 00:00:00,2025-03-10 00:00:00,On Time,150,4
1143,1174,Leopard Courier,2025-03-08 00:00:00,2025-03-10 00:00:00,On Time,150,5
1144,1175,Leopard Courier,2025-03-08 00:00:00,2025-03-13 00:00:00,Delayed,150,2
1145,1176,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,On Time,150,4
1146,1178,Leopard Courier,2025-03-09 00:00:00,2025-03-13 00:00:00,On Time,150,4
1147,1179,Daraz Express (DEX),2025-03-07 00:00:00,2025-03-08 00:00:00,Returned to Sender,150,3
1148,1180,Leopard Courier,2025-03-07 00:00:00,2025-03-10 00:00:00,On Time,150,5
1149,1181,Leopard Courier,2025-03-10 00:00:00,2025-03-14 00:00:00,Returned to Sender,150,3
1150,1182,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,On Time,150,5
1151,1183,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,Returned to Sender,150,3
1152,1184,TCS,2025-03-10 00:00:00,2025-03-11 00:00:00,On Time,150,4
1153,1185,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-11 00:00:00,On Time,150,4
1154,1186,Leopard Courier,2025-03-10 00:00:00,2025-03-18 00:00:00,Delayed,250,2
1155,1187,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-10 00:00:00,On Time,150,5
1156,1188,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-10 00:00:00,On Time,150,4
1157,1189,Daraz Express (DEX),2025-03-09 00:00:00,2025-03-10 00:00:00,Returned to Sender,150,1
1158,1190,Daraz Express (DEX),2025-03-10 00:00:00,,On Time,250,4
1159,1191,Daraz Express (DEX),2025-03-09 00:00:00,2025-03-11 00:00:00,On Time,150,4
1160,1192,Daraz Express (DEX),2025-03-08 00:00:00,2025-03-09 00:00:00,On Time,150,3
1161,1193,TCS,2025-03-09 00:00:00,2025-03-10 00:00:00,Returned to Sender,150,2
1162,1194,TCS,2025-03-09 00:00:00,2025-03-10 00:00:00,On Time,150,4
1163,1195,TCS,2025-03-09 00:00:00,2025-03-11 00:00:00,On Time,150,5
1164,1196,Daraz Express (DEX),2025-03-09 00:00:00,2025-03-12 00:00:00,On Time,150,4
1165,1197,Daraz Express (DEX),2025-03-09 00:00:00,,On Time,150,4
1166,1198,TCS,2025-03-09 00:00:00,2025-03-10 00:00:00,Returned to Sender,150,1
1167,1199,Leopard Courier,2025-03-09 00:00:00,2025-03-14 00:00:00,Delayed,150,1
1168,1200,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-12 00:00:00,On Time,150,4
1169,1201,Daraz Express (DEX),2025-03-09 00:00:00,2025-03-11 00:00:00,On Time,150,5
1170,1202,Daraz Express (DEX),2025-03-09 00:00:00,,On Time,150,4
1171,1203,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-12 00:00:00,On Time,150,4
1172,1204,TCS,2025-03-10 00:00:00,,On Time,250,3
1173,1205,Leopard Courier,2025-03-10 00:00:00,2025-03-12 00:00:00,On Time,150,5
1174,1206,Leopard Courier,2025-03-11 00:00:00,2025-03-16 00:00:00,Delayed,150,4
1175,1208,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-12 00:00:00,On Time,150,4
1176,1209,TCS,2025-03-10 00:00:00,2025-03-19 00:00:00,Delayed,250,3
1177,1210,TCS,2025-03-10 00:00:00,2025-03-13 00:00:00,Returned to Sender,150,2
1178,1211,Daraz Express (DEX),2025-03-09 00:00:00,2025-03-10 00:00:00,On Time,150,4
1179,1212,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-14 00:00:00,Returned to Sender,150,1
1180,1213,TCS,2025-03-11 00:00:00,2025-03-17 00:00:00,On Time,250,4
1181,1214,Daraz Express (DEX),2025-03-10 00:00:00,2025-03-12 00:00:00,On Time,150,5
1182,1215,Daraz Express (DEX),2025-03-10 00:00:00,2025-03-12 00:00:00,On Time,150,4
1183,1216,TCS,2025-03-11 00:00:00,2025-03-19 00:00:00,Delayed,250,1
1184,1217,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-12 00:00:00,On Time,150,4
1185,1218,TCS,2025-03-11 00:00:00,2025-03-15 00:00:00,Returned to Sender,150,1
1186,1219,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-14 00:00:00,Returned to Sender,150,1
1187,1220,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-13 00:00:00,Returned to Sender,150,1
1188,1221,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,On Time,150,4
1189,1222,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,Returned to Sender,150,1
1190,1223,Leopard Courier,2025-03-10 00:00:00,2025-03-15 00:00:00,On Time,250,4
1191,1224,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-15 00:00:00,On Time,150,4
1192,1225,Daraz Express (DEX),2025-03-10 00:00:00,2025-03-11 00:00:00,On Time,150,5
1193,1226,Leopard Courier,2025-03-13 00:00:00,2025-03-18 00:00:00,On Time,250,4
1194,1227,TCS,2025-03-12 00:00:00,2025-03-19 00:00:00,On Time,250,5
1195,1228,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-13 00:00:00,On Time,150,3
1196,1229,Daraz Express (DEX),2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,4
1197,1230,TCS,2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,4
1198,1231,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-13 00:00:00,On Time,150,4
1199,1232,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-12 00:00:00,On Time,150,3
1200,1233,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,On Time,150,4
1201,1234,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-13 00:00:00,On Time,150,4
1202,1235,Leopard Courier,2025-03-12 00:00:00,2025-03-17 00:00:00,Delayed,150,1
1203,1236,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-13 00:00:00,On Time,150,4
1204,1237,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,Returned to Sender,150,3
1205,1238,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-14 00:00:00,On Time,150,4
1206,1239,Daraz Express (DEX),2025-03-11 00:00:00,2025-03-12 00:00:00,On Time,150,5
1207,1240,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-14 00:00:00,On Time,150,4
1208,1241,Daraz Express (DEX),2025-03-13 00:00:00,2025-03-16 00:00:00,On Time,150,4
1209,1242,TCS,2025-03-14 00:00:00,2025-03-21 00:00:00,On Time,250,4
1210,1243,TCS,2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,4
1211,1244,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-16 00:00:00,On Time,250,4
1212,1245,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-17 00:00:00,On Time,150,5
1213,1246,TCS,2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,4
1214,1247,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,On Time,150,4
1215,1248,Leopard Courier,2025-03-13 00:00:00,2025-03-17 00:00:00,On Time,150,5
1216,1249,Daraz Express (DEX),2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,3
1217,1250,TCS,2025-03-12 00:00:00,2025-03-15 00:00:00,On Time,150,4
1218,1251,Daraz Express (DEX),2025-03-13 00:00:00,2025-03-20 00:00:00,On Time,250,4
1219,1252,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,On Time,150,4
1220,1253,Daraz Express (DEX),2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,5
1221,1254,TCS,2025-03-12 00:00:00,2025-03-13 00:00:00,On Time,150,5
1222,1255,TCS,2025-03-12 00:00:00,2025-03-14 00:00:00,On Time,150,4
1223,1256,Daraz Express (DEX),2025-03-12 00:00:00,2025-03-13 00:00:00,On Time,150,4
1224,1257,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-17 00:00:00,On Time,150,4
1225,1258,TCS,2025-03-13 00:00:00,2025-03-16 00:00:00,On Time,150,5
1226,1259,Daraz Express (DEX),2025-03-13 00:00:00,2025-03-14 00:00:00,On Time,150,4
1227,1260,TCS,2025-03-13 00:00:00,2025-03-15 00:00:00,On Time,150,4
1228,1261,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-17 00:00:00,On Time,150,4
1229,1262,TCS,2025-03-14 00:00:00,2025-03-18 00:00:00,On Time,150,5
1230,1263,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-15 00:00:00,Returned to Sender,150,2
1231,1264,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-16 00:00:00,On Time,150,5
1232,1265,TCS,2025-03-15 00:00:00,2025-03-17 00:00:00,On Time,150,4
1233,1266,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-16 00:00:00,On Time,150,4
1234,1267,Leopard Courier,2025-03-15 00:00:00,2025-03-17 00:00:00,On Time,150,4
1235,1268,TCS,2025-03-15 00:00:00,2025-03-16 00:00:00,On Time,150,4
1236,1269,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-18 00:00:00,Returned to Sender,150,1
1237,1270,Leopard Courier,2025-03-15 00:00:00,2025-03-17 00:00:00,On Time,150,4
1238,1271,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-16 00:00:00,On Time,150,5
1239,1272,Daraz Express (DEX),2025-03-14 00:00:00,2025-03-15 00:00:00,On Time,150,5
1240,1273,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-21 00:00:00,On Time,250,5
1241,1274,TCS,2025-03-14 00:00:00,2025-03-15 00:00:00,On Time,150,4
1242,1275,Daraz Express (DEX),2025-03-16 00:00:00,2025-03-23 00:00:00,On Time,250,5
1243,1276,TCS,2025-03-16 00:00:00,2025-03-19 00:00:00,On Time,150,4
1244,1277,TCS,2025-03-14 00:00:00,2025-03-16 00:00:00,On Time,150,5
1245,1278,Leopard Courier,2025-03-15 00:00:00,2025-03-19 00:00:00,On Time,250,5
1246,1279,Leopard Courier,2025-03-15 00:00:00,2025-03-20 00:00:00,Delayed,150,2
1247,1280,Leopard Courier,2025-03-15 00:00:00,2025-03-20 00:00:00,Delayed,150,2
1248,1281,TCS,2025-03-16 00:00:00,2025-03-20 00:00:00,On Time,150,5
1249,1282,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-19 00:00:00,On Time,150,4
1250,1283,TCS,2025-03-17 00:00:00,2025-03-25 00:00:00,Delayed,250,1
1251,1284,Leopard Courier,2025-03-15 00:00:00,2025-03-18 00:00:00,Returned to Sender,150,1
1252,1285,Daraz Express (DEX),2025-03-15 00:00:00,,On Time,150,5
1253,1286,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-19 00:00:00,On Time,150,5
1254,1287,Daraz Express (DEX),2025-03-15 00:00:00,,On Time,150,4
1255,1288,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-18 00:00:00,On Time,150,5
1256,1289,TCS,2025-03-15 00:00:00,2025-03-18 00:00:00,On Time,150,3
1257,1290,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-17 00:00:00,On Time,150,4
1258,1291,Daraz Express (DEX),2025-03-16 00:00:00,2025-03-18 00:00:00,On Time,150,3
1259,1292,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-18 00:00:00,On Time,150,5
1260,1293,TCS,2025-03-16 00:00:00,2025-03-20 00:00:00,On Time,150,4
1261,1294,Daraz Express (DEX),2025-03-16 00:00:00,2025-03-17 00:00:00,On Time,150,5
1262,1295,Leopard Courier,2025-03-17 00:00:00,2025-03-22 00:00:00,Returned to Sender,150,1
1263,1296,Leopard Courier,2025-03-15 00:00:00,2025-03-20 00:00:00,Returned to Sender,250,2
1264,1297,Leopard Courier,2025-03-16 00:00:00,2025-03-20 00:00:00,On Time,150,4
1265,1298,Daraz Express (DEX),2025-03-15 00:00:00,2025-03-16 00:00:00,On Time,150,3
1266,1299,TCS,2025-03-17 00:00:00,2025-03-20 00:00:00,On Time,150,4
1267,1300,Daraz Express (DEX),2025-03-16 00:00:00,2025-03-17 00:00:00,On Time,150,5
1268,1301,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,5
1269,1302,TCS,2025-03-16 00:00:00,2025-03-20 00:00:00,Returned to Sender,150,1
1270,1303,Leopard Courier,2025-03-17 00:00:00,2025-03-19 00:00:00,On Time,150,3
1271,1304,Daraz Express (DEX),2025-03-16 00:00:00,2025-03-19 00:00:00,On Time,150,4
1272,1305,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-18 00:00:00,On Time,150,5
1273,1306,Leopard Courier,2025-03-18 00:00:00,2025-03-20 00:00:00,On Time,150,4
1274,1307,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-21 00:00:00,On Time,150,5
1275,1308,TCS,2025-03-16 00:00:00,2025-03-18 00:00:00,On Time,150,4
1276,1309,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,4
1277,1310,Daraz Express (DEX),2025-03-16 00:00:00,2025-03-17 00:00:00,On Time,150,5
1278,1311,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-22 00:00:00,On Time,250,4
1279,1312,TCS,2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,5
1280,1313,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-21 00:00:00,On Time,150,3
1281,1315,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-20 00:00:00,On Time,150,4
1282,1316,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-20 00:00:00,On Time,150,4
1283,1317,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-20 00:00:00,On Time,150,3
1284,1318,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-21 00:00:00,Returned to Sender,150,1
1285,1319,TCS,2025-03-17 00:00:00,2025-03-20 00:00:00,On Time,150,4
1286,1320,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-21 00:00:00,On Time,150,4
1287,1321,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-18 00:00:00,On Time,150,5
1288,1322,Daraz Express (DEX),2025-03-17 00:00:00,2025-03-18 00:00:00,On Time,150,4
1289,1323,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-22 00:00:00,On Time,150,3
1290,1324,TCS,2025-03-19 00:00:00,2025-03-23 00:00:00,On Time,150,3
1291,1325,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-20 00:00:00,On Time,150,4
1292,1326,Leopard Courier,2025-03-19 00:00:00,2025-03-21 00:00:00,On Time,150,5
1293,1327,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,4
1294,1328,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-21 00:00:00,On Time,150,5
1295,1329,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-23 00:00:00,On Time,150,5
1296,1330,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-23 00:00:00,On Time,150,5
1297,1331,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-20 00:00:00,On Time,150,5
1298,1332,Daraz Express (DEX),2025-03-19 00:00:00,,On Time,150,5
1299,1333,TCS,2025-03-20 00:00:00,2025-03-21 00:00:00,On Time,150,4
1300,1334,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,4
1301,1335,TCS,2025-03-18 00:00:00,2025-03-21 00:00:00,Returned to Sender,150,2
1302,1336,Leopard Courier,2025-03-20 00:00:00,2025-03-22 00:00:00,On Time,150,4
1303,1337,Leopard Courier,2025-03-20 00:00:00,2025-03-30 00:00:00,Delayed,250,1
1304,1338,TCS,2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,5
1305,1339,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-20 00:00:00,On Time,150,5
1306,1340,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-21 00:00:00,On Time,150,5
1307,1341,Daraz Express (DEX),2025-03-18 00:00:00,2025-03-19 00:00:00,On Time,150,4
1308,1342,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-23 00:00:00,Returned to Sender,150,1
1309,1343,TCS,2025-03-19 00:00:00,2025-03-21 00:00:00,On Time,150,4
1310,1344,TCS,2025-03-19 00:00:00,2025-03-23 00:00:00,On Time,150,5
1311,1345,TCS,2025-03-19 00:00:00,2025-03-22 00:00:00,Returned to Sender,150,1
1312,1346,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-23 00:00:00,On Time,150,4
1313,1347,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-21 00:00:00,On Time,150,4
1314,1348,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-22 00:00:00,On Time,150,5
1315,1349,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-22 00:00:00,On Time,150,4
1316,1350,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-20 00:00:00,On Time,150,4
1317,1351,Daraz Express (DEX),2025-03-19 00:00:00,2025-03-20 00:00:00,On Time,150,5
1318,1352,Leopard Courier,2025-03-19 00:00:00,2025-03-23 00:00:00,On Time,150,5
1319,1353,TCS,2025-03-20 00:00:00,2025-03-23 00:00:00,On Time,150,4
1320,1354,TCS,2025-03-21 00:00:00,2025-03-31 00:00:00,Returned to Sender,250,1
1321,1355,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-23 00:00:00,On Time,150,4
1322,1356,TCS,2025-03-21 00:00:00,2025-03-27 00:00:00,On Time,250,5
1323,1357,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-22 00:00:00,On Time,150,4
1324,1358,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-22 00:00:00,On Time,150,5
1325,1359,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-23 00:00:00,On Time,150,5
1326,1360,Leopard Courier,2025-03-22 00:00:00,2025-03-29 00:00:00,Returned to Sender,250,3
1327,1361,Leopard Courier,2025-03-21 00:00:00,2025-03-23 00:00:00,On Time,150,4
1328,1362,Daraz Express (DEX),2025-03-22 00:00:00,2025-03-25 00:00:00,On Time,150,3
1329,1363,TCS,2025-03-21 00:00:00,2025-03-24 00:00:00,On Time,150,4
1330,1364,TCS,2025-03-21 00:00:00,2025-03-23 00:00:00,On Time,150,5
1331,1365,Leopard Courier,2025-03-20 00:00:00,2025-03-24 00:00:00,On Time,150,4
1332,1366,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-22 00:00:00,On Time,150,4
1333,1367,TCS,2025-03-20 00:00:00,2025-03-21 00:00:00,Returned to Sender,150,2
1334,1368,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-21 00:00:00,On Time,150,5
1335,1369,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-23 00:00:00,On Time,150,4
1336,1370,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-24 00:00:00,On Time,150,4
1337,1371,Daraz Express (DEX),2025-03-20 00:00:00,2025-03-22 00:00:00,On Time,150,4
1338,1372,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-23 00:00:00,On Time,150,4
1339,1373,Leopard Courier,2025-03-21 00:00:00,2025-03-25 00:00:00,On Time,150,5
1340,1374,TCS,2025-03-22 00:00:00,2025-03-25 00:00:00,On Time,150,5
1341,1375,Leopard Courier,2025-03-21 00:00:00,2025-03-26 00:00:00,On Time,250,4
1342,1376,Leopard Courier,2025-03-22 00:00:00,2025-03-27 00:00:00,Returned to Sender,150,1
1343,1377,TCS,2025-03-21 00:00:00,2025-03-23 00:00:00,Returned to Sender,150,1
1344,1378,TCS,2025-03-22 00:00:00,2025-03-24 00:00:00,On Time,150,4
1345,1379,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-23 00:00:00,On Time,150,3
1346,1380,Leopard Courier,2025-03-23 00:00:00,2025-03-25 00:00:00,Returned to Sender,150,1
1347,1381,TCS,2025-03-23 00:00:00,2025-03-30 00:00:00,On Time,250,5
1348,1382,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-22 00:00:00,On Time,150,5
1349,1383,Daraz Express (DEX),2025-03-23 00:00:00,2025-03-24 00:00:00,On Time,150,4
1350,1384,TCS,2025-03-23 00:00:00,2025-03-24 00:00:00,On Time,150,5
1351,1385,Daraz Express (DEX),2025-03-21 00:00:00,2025-03-22 00:00:00,On Time,150,5
1352,1386,Leopard Courier,2025-03-23 00:00:00,2025-03-28 00:00:00,On Time,250,5
1353,1387,TCS,2025-03-23 00:00:00,2025-03-27 00:00:00,Returned to Sender,150,1
1354,1388,TCS,2025-03-23 00:00:00,2025-03-26 00:00:00,Returned to Sender,150,1
1355,1389,Daraz Express (DEX),2025-03-24 00:00:00,2025-03-25 00:00:00,On Time,150,3
1356,1390,Daraz Express (DEX),2025-03-23 00:00:00,2025-03-26 00:00:00,On Time,150,4
